total_items,subtotal,num_distinct_items,min_item_price,max_item_price,total_onshift_partners,total_busy_partners,total_outstanding_orders,time_diff,market_id,store_id,store_primary_category,order_protocol
2,2050,2,650,1400,14,13,13,2284,3,5750,20,5
1,900,1,900,900,6,6,8,3708,3,5750,20,5
3,1550,2,350,600,14,14,21,2834,3,5750,20,5
2,1200,1,600,600,14,12,10,1784,3,5750,20,5
6,3250,5,0,1400,15,16,24,5295,1,5750,68,5
1,1250,1,1250,1250,34,13,13,2188,4,6513,26,5
2,1790,2,895,895,3,3,6,2937,4,6513,26,5
2,2440,2,895,1250,31,16,18,1528,4,6513,26,5
1,1390,1,1095,1095,79,70,148,3301,4,6513,26,5
5,4325,5,650,1295,81,93,44,2704,4,6513,26,5
1,795,1,795,795,84,62,97,2475,4,6513,26,5
3,3195,3,650,1295,57,56,101,3165,4,6513,26,5
1,1290,1,895,895,24,61,12,1350,4,6513,26,5
4,2560,4,295,1295,48,52,58,2918,4,6513,26,5
2,1320,2,225,1095,24,23,33,2260,4,6513,26,5
1,1190,1,1095,1095,12,60,12,1382,4,6513,26,5
3,2435,3,250,1095,9,6,6,2449,4,6513,26,5
2,2935,2,1095,1250,65,62,131,7450,4,6513,26,5
1,1150,1,1150,1150,65,64,57,987,4,6513,26,5
2,1515,2,295,1095,7,5,5,2570,4,6513,26,5
2,2500,2,1250,1250,52,35,38,1956,4,6513,26,5
3,2540,3,295,1150,49,47,59,2286,4,6513,26,5
2,2625,2,1150,1150,94,84,152,3439,4,6513,26,5
3,3325,3,350,1095,62,46,47,1664,4,6513,26,5
3,3060,3,795,1095,81,66,112,2372,4,6513,26,5
2,1500,2,250,1250,98,92,147,2412,4,6513,26,5
3,2420,3,275,1250,11,48,9,1743,4,6513,26,5
1,1095,1,1095,1095,34,21,28,1518,4,6513,26,5
5,4710,5,650,1150,18,15,15,2464,4,6513,26,5
2,2695,2,1150,1295,75,75,70,2285,4,6513,26,5
3,2645,2,650,1150,44,32,35,1395,4,6513,26,5
2,2534,2,878,1340,56,50,73,1574,4,6513,30,5
3,3595,3,1150,1295,34,86,32,1957,4,6513,26,5
2,2440,2,895,1250,95,89,143,2143,4,6513,26,5
5,3485,5,250,1595,23,14,22,2449,2,2055,6,5
2,1498,2,749,749,57,57,77,3421,1,3872,58,5
2,3024,2,1099,1299,20,20,22,3108,1,3872,58,5
2,1099,2,329,849,20,22,35,3192,1,3872,58,5
1,1956,1,1299,1299,38,39,39,1870,1,3872,58,5
3,5092,3,899,1599,34,41,67,3342,1,3872,58,5
6,4044,2,549,1299,17,18,23,7038,1,3872,58,5
1,1349,1,1349,1349,17,14,13,2441,1,3872,58,5
4,8841,2,1099,1599,49,52,68,4323,1,3872,58,5
1,1049,1,1049,1049,62,61,65,2595,1,3872,58,5
2,2898,2,299,1899,31,36,42,1655,1,3872,58,5
3,2165,3,287,937,40,31,31,2491,1,3872,58,5
1,2299,1,899,899,18,23,44,4883,1,3872,58,5
1,2326,1,1853,1947,25,21,33,2181,1,3872,58,5
1,863,1,675,733,26,12,17,2119,1,3872,58,5
3,5935,3,1099,1999,31,31,30,3521,1,3872,58,5
2,1298,2,299,949,49,50,67,3184,1,3872,58,5
2,1998,2,899,1099,34,34,47,2529,1,3872,58,5
1,1949,1,1649,1649,56,56,78,2681,1,3872,58,5
1,1199,1,1099,1099,21,15,15,2250,1,3872,58,5
1,1099,1,1049,1049,22,19,18,1688,1,3872,58,5
1,2337,1,1899,1899,47,47,80,4958,1,3872,58,5
3,4534,3,999,1299,25,26,31,2057,1,3872,58,5
25,2150,7,0,390,18,17,17,2266,3,6541,60,5
1,2395,1,2195,2195,62,50,60,2141,6,355,41,5
2,2700,2,650,1875,54,55,94,1975,2,355,49,5
1,1525,1,1525,1525,37,37,60,3104,3,355,41,5
1,2037,1,1871,1973,52,55,72,2716,5,355,9,5
3,1903,3,204,900,8,3,3,1514,2,347,71,5
1,900,1,900,900,16,16,17,5164,3,5750,20,5
2,1310,2,550,760,8,9,9,2208,3,5750,20,5
2,900,2,300,600,10,7,7,2814,3,5750,20,5
4,4320,2,760,1300,7,7,5,2156,3,5750,20,5
2,1325,2,330,995,16,16,16,3573,4,2076,49,5
7,5775,6,325,2500,25,25,28,1919,1,4815,58,5
1,1395,1,795,795,7,6,6,2474,6,6374,20,5
4,3400,2,500,600,12,13,20,3466,1,2409,41,5
2,1500,2,250,1250,72,75,86,2401,4,6513,26,5
2,2490,2,895,1150,22,12,12,1568,4,6513,26,5
3,2885,3,795,1095,101,83,145,1643,4,6513,26,5
2,1590,1,795,795,60,64,158,7312,4,6513,26,5
5,3775,4,295,1295,54,53,59,1130,4,6513,26,5
2,2685,2,1095,1295,83,78,127,2116,4,6513,26,5
3,1390,2,150,895,50,100,26,1654,4,6513,26,5
5,1320,3,150,575,6,1,2,2055,4,6513,26,5
2,1490,2,295,1195,20,11,12,1541,4,6513,26,5
4,2465,4,225,1195,87,80,106,2073,4,6513,26,5
3,1810,3,295,895,50,49,49,994,4,6513,26,5
4,2330,4,225,795,45,42,58,1882,4,6513,26,5
3,2635,3,150,1295,101,104,117,2827,4,6513,26,5
4,5525,4,895,1250,87,88,142,2991,4,6513,26,5
2,1875,2,339,1161,11,7,16,2092,4,6513,26,5
2,2045,2,795,1250,86,86,145,3194,4,6513,26,5
1,1290,1,1195,1195,86,100,113,1702,4,6513,26,5
2,2830,2,895,1095,40,38,38,1750,4,6513,26,5
1,1150,1,1150,1150,90,89,118,1711,4,6513,26,5
2,2445,2,1150,1295,48,80,27,1671,4,6513,26,5
3,3435,3,795,1250,104,81,116,2016,4,6513,26,5
2,2240,2,795,1250,69,63,113,1483,4,6513,26,5
3,3435,3,895,1250,120,89,155,2843,4,6513,26,5
1,1095,1,1095,1095,80,80,104,1624,4,6513,26,5
2,2380,1,1095,1095,41,40,38,1405,4,6513,26,5
2,1890,2,795,1095,54,101,57,1704,4,6513,26,5
3,3430,3,795,1095,13,13,16,2071,4,6513,26,5
5,4630,4,325,1150,34,34,35,2139,4,6513,26,5
2,1045,2,250,795,6,8,9,2010,4,6513,26,5
3,3750,3,1250,1250,60,35,37,1745,4,6513,26,5
1,899,1,899,899,15,17,18,1980,4,400,12,5
2,1748,2,649,1099,26,28,43,2251,1,3872,58,5
1,1649,1,1649,1649,45,46,59,2987,1,3872,58,5
2,1648,2,749,899,6,6,13,3583,1,3872,58,5
1,1798,1,1599,1599,52,52,88,4548,1,3872,58,5
3,3836,3,649,1799,30,32,56,8088,1,3872,58,5
3,2747,3,299,1299,32,32,43,3436,1,3872,58,5
2,2694,2,699,1299,11,14,15,4571,1,3872,58,5
1,649,1,649,649,57,57,62,4147,1,3872,58,5
2,3185,2,1099,1299,22,24,41,2767,1,3872,58,5
3,2146,3,499,899,16,8,8,2689,1,3872,58,5
2,3298,2,1099,1799,20,22,35,3176,1,3872,58,5
1,1087,1,799,799,18,20,21,2758,1,3872,58,5
2,2948,2,299,1999,50,50,72,4046,1,3872,58,5
2,1876,1,899,899,28,22,23,2966,1,3872,58,5
1,1099,1,1099,1099,51,53,69,4316,1,3872,58,5
3,3926,3,329,2599,25,25,28,2592,1,3872,58,5
1,2097,1,1599,1599,45,47,51,3190,1,3872,58,5
2,1748,2,649,1099,17,17,17,2843,1,3872,58,5
2,1848,2,749,1099,29,31,30,2244,1,3872,58,5
1,649,1,649,649,43,45,74,3421,1,3872,58,5
2,4443,2,1329,2041,38,38,40,3070,4,3872,49,5
3,6323,2,1649,1899,54,54,71,2524,1,3872,58,5
4,5181,4,799,1599,51,48,112,5284,1,3872,58,5
2,3798,2,899,1649,49,51,96,4582,1,3872,58,5
2,1598,2,299,1299,40,38,43,3746,1,3872,58,5
2,4396,2,1599,1999,18,23,52,4150,1,3872,58,5
4,2300,4,300,1400,66,66,106,2702,4,1167,38,5
6,2900,5,200,1400,48,27,39,3671,4,1167,38,5
6,4700,5,200,1600,68,68,131,7818,4,1167,38,5
4,4900,4,1100,1400,59,77,95,2829,4,1167,38,5
6,4800,6,200,1600,27,27,62,2524,4,1167,38,5
4,2600,4,300,1400,56,56,75,3171,4,1167,38,5
8,4600,4,200,1400,34,39,69,5957,4,1167,38,5
3,1900,3,300,1300,65,48,90,2293,4,1167,38,5
9,5800,7,200,1900,41,40,53,3846,4,1167,38,5
7,5400,5,300,1800,73,63,85,2854,4,1167,38,5
3,2100,3,200,1400,63,53,84,2722,4,1167,38,5
5,3852,3,299,1617,60,47,101,3076,4,1167,38,5
7,3700,5,200,1100,77,77,119,3268,4,1167,38,5
8,4800,5,200,1400,73,61,88,2861,4,1167,38,5
6,5000,5,200,1500,50,70,86,6363,4,1167,38,5
5,3700,3,200,1500,59,50,73,3442,4,1167,38,5
2,3100,2,1500,1600,76,51,68,2823,4,1167,38,5
3,3100,3,200,1500,40,35,49,2923,4,1167,38,5
3,3740,3,350,2095,84,72,138,4661,2,1479,30,5
4,2025,4,100,1400,8,8,15,4068,1,1517,13,5
2,1695,2,150,1400,13,14,28,9304,1,1517,13,5
3,4450,2,1450,1550,21,20,22,2458,1,1517,13,5
2,1565,2,251,1140,14,19,22,2890,1,1517,13,5
9,4225,6,100,1545,18,17,17,2236,1,1517,13,5
1,1800,1,1800,1800,16,12,13,2260,1,1517,13,5
2,950,2,175,775,18,18,22,4521,1,1517,13,5
1,1630,1,1459,1491,23,26,14,2441,1,1517,13,5
1,1340,1,1340,1340,7,10,16,3780,1,1517,13,5
2,1975,2,125,1850,16,16,22,4888,1,1517,13,5
1,775,1,775,775,3,4,3,4734,1,1517,13,5
1,1400,1,1400,1400,11,11,16,3354,1,1517,13,5
3,1640,3,125,1340,10,11,3,3642,1,1517,13,5
5,2700,5,100,1800,22,22,33,6746,1,1517,13,5
6,5315,6,125,1800,18,19,33,4134,1,1517,13,5
3,2297,2,99,1099,74,58,109,3215,4,5551,1,5
3,3897,2,499,1699,38,32,42,2219,4,5551,36,5
2,998,2,299,699,39,33,38,2945,4,5551,36,5
2,2698,2,899,1799,114,108,167,2886,4,5551,36,5
2,2598,2,1099,1499,50,40,48,3031,4,5551,36,5
2,1898,2,699,1199,77,77,176,4083,4,5551,36,5
2,2048,2,812,1287,66,52,62,1445,4,5551,36,5
4,4815,4,790,1599,90,80,118,2267,4,5551,36,5
1,1499,1,1499,1499,81,111,135,3109,4,5551,36,5
2,1198,2,99,1099,110,77,126,1787,4,5551,36,5
2,1498,2,699,799,21,15,14,2799,4,5551,36,5
2,1998,2,799,1199,89,87,156,4004,4,5551,36,5
3,2397,3,499,999,99,93,190,3382,4,5551,36,5
2,1898,2,799,1099,111,110,198,3733,4,5551,36,5
2,2198,1,1099,1099,27,27,38,3437,4,5551,36,5
1,699,1,699,699,87,82,129,2002,4,5551,36,5
4,4396,4,299,1699,132,129,256,4338,4,5551,41,5
3,4396,3,1099,1699,119,111,181,2914,4,5551,36,5
4,5194,2,1099,1199,88,87,175,5420,4,5551,36,5
1,2999,1,1699,1699,21,18,20,2964,4,5551,36,5
3,4396,3,1099,1499,129,128,261,5499,4,5551,36,5
5,4595,4,299,1599,60,45,51,2098,4,5551,36,5
2,1898,2,699,1199,74,51,59,1693,4,5551,36,5
4,2496,4,99,1099,94,94,124,2544,4,5551,36,5
10,5515,7,150,1195,6,6,9,3438,1,4718,60,5
1,1195,1,1195,1195,89,76,102,2499,4,6513,26,5
1,1195,1,1195,1195,9,7,7,2451,4,6513,26,5
2,2959,2,1226,1316,32,23,27,1674,4,6513,26,5
3,2855,3,225,895,19,14,15,1803,4,6513,26,5
5,4990,5,636,1340,98,81,134,2244,4,6513,26,5
2,1390,2,295,1095,37,80,27,2129,4,6513,26,5
1,895,1,895,895,76,64,72,1230,4,6513,26,5
2,2365,2,1075,1095,26,11,12,1228,4,6513,26,5
2,2145,2,895,1250,28,19,20,2112,4,6513,26,5
2,1685,2,325,895,127,85,107,1487,4,6513,26,5
1,1095,1,1095,1095,100,85,129,3892,4,6513,26,5
2,1500,2,250,1250,70,64,88,1691,4,6513,26,5
6,6065,5,795,1095,25,26,38,2139,4,6513,26,5
1,1080,1,795,795,53,51,69,1747,4,6513,26,5
2,2340,2,895,1250,38,75,37,1939,4,6513,26,5
1,1400,1,1150,1150,29,22,24,1396,4,6513,26,5
4,3173,3,245,1217,26,55,24,2150,4,6513,26,5
7,2840,5,150,895,8,7,6,1913,4,6513,26,5
2,2500,2,1250,1250,36,33,38,2287,4,6513,26,5
5,6135,5,895,1295,97,85,132,2585,4,6513,26,5
12,11720,10,250,1295,36,18,20,2432,4,6513,26,5
2,1945,2,795,1150,77,76,135,3984,4,6513,26,5
3,1540,3,295,950,26,17,15,2722,4,6513,26,5
10,10265,10,225,1250,52,49,76,3344,4,6513,26,5
2,2595,2,1250,1250,13,13,16,1925,4,6513,26,5
3,2355,3,350,795,51,51,64,2714,4,6513,26,5
5,3395,5,299,1199,4,7,7,5160,2,5637,22,5
2,800,1,400,400,45,42,58,2414,6,1838,26,5
1,900,1,800,800,45,42,58,2100,6,1838,26,5
2,1500,2,400,900,45,42,58,1362,6,1838,26,5
4,3097,3,325,899,19,24,54,3630,1,3872,58,5
3,6644,2,1299,1599,42,42,53,4871,1,3872,58,5
3,2685,3,649,899,35,34,38,3419,1,3872,58,5
4,4833,4,299,1299,20,22,35,3962,1,3872,58,5
2,2997,2,899,1799,39,39,47,3352,1,3872,58,5
1,649,1,649,649,64,64,89,3520,1,3872,58,5
3,3895,3,299,1599,31,31,34,2334,1,3872,58,5
4,2436,4,325,849,21,21,40,3549,1,3872,58,5
1,499,1,499,499,54,48,62,3481,1,3872,58,5
2,2626,2,899,1299,38,38,51,2440,1,3872,58,5
4,3302,4,299,1349,16,21,41,5466,1,3872,58,5
2,1048,2,299,749,47,48,55,3396,1,3872,58,5
3,4093,3,799,1599,35,36,40,2566,1,3872,58,5
2,1747,2,749,799,26,21,21,2455,1,3872,58,5
4,4832,4,499,1599,20,22,19,3172,1,3872,58,5
1,949,1,699,699,21,27,33,2053,1,3872,58,5
3,1697,2,499,549,52,52,77,3314,1,3872,58,5
2,3098,2,699,1999,58,58,61,2158,1,3872,58,5
3,4271,3,699,1599,16,19,29,5417,1,3872,58,5
3,1587,3,339,749,16,15,14,2495,1,3872,58,5
2,1447,2,299,899,48,46,64,2621,1,3872,58,5
1,699,1,649,649,22,22,33,4510,1,3872,58,5
3,2747,3,749,1099,53,49,47,2555,1,3872,58,5
2,3621,1,1131,1181,20,30,43,3135,1,3872,58,5
2,1648,2,299,1099,45,47,51,6642,1,3872,58,5
1,1899,1,1299,1299,47,46,57,2328,1,3872,58,5
1,1657,1,1299,1299,59,58,59,2364,1,3872,58,5
3,4445,2,1099,1599,18,24,26,4141,1,3872,58,5
5,4100,5,200,1400,57,50,86,4432,4,1167,38,5
6,5500,6,200,1600,54,51,53,2182,4,1167,38,5
5,3400,3,300,1300,19,10,11,1482,4,1167,38,5
8,4600,6,300,1400,35,53,38,1636,4,1167,38,5
7,4600,5,200,1400,54,54,108,3768,4,1167,38,5
5,4600,4,200,2200,44,42,66,4284,4,1167,38,5
9,6400,7,200,2000,54,41,52,2464,4,1167,38,5
6,4000,5,300,1400,61,78,97,4066,4,1167,38,5
3,1800,2,200,1400,27,28,46,2168,4,1167,38,5
5,3900,5,300,1400,62,60,116,2288,4,1167,38,5
4,3200,4,300,1400,68,58,102,2701,4,1167,38,5
4,2900,4,300,1500,72,54,83,4222,4,1167,38,5
8,5400,7,200,1500,55,47,89,2347,4,1167,38,5
6,4200,6,300,1500,46,49,50,2900,4,1167,38,5
6,5000,5,200,1900,74,69,120,3125,4,1167,38,5
3,4000,3,1200,1600,61,43,58,2308,4,1167,38,5
8,6800,7,200,1500,51,51,65,2284,4,1167,38,5
6,4600,6,200,1300,74,74,116,3653,4,1167,38,5
6,4300,6,200,1300,68,70,100,3473,4,1167,38,5
9,8100,8,300,1300,59,42,59,1846,4,1167,38,5
9,5700,7,200,1200,72,64,108,3561,4,1167,38,5
6,6200,6,300,1800,71,46,55,2561,4,1167,38,5
6,6100,4,300,1600,57,36,59,4320,4,1167,38,5
8,3157,6,100,950,16,16,21,3787,3,3780,48,5
2,1100,2,200,900,5,4,4,3581,3,3780,48,5
9,4350,3,100,1050,23,17,14,2136,3,3780,48,5
1,1288,1,1050,1050,9,8,11,2357,3,3780,48,5
2,1800,2,700,1100,31,35,42,2564,3,3780,48,5
2,1388,2,100,1050,11,8,9,1674,3,3780,48,5
2,1500,2,700,800,13,7,7,1096,3,3780,48,5
1,900,1,900,900,13,10,9,1216,3,3780,48,5
2,1100,2,300,800,8,8,8,2556,3,3780,48,5
2,1250,2,200,1050,11,11,11,1177,3,3780,48,5
6,2589,5,100,1100,22,18,19,1889,3,3780,48,5
7,3538,5,200,1050,13,10,9,1860,3,3780,48,5
2,1869,2,800,900,15,11,10,3781,3,3780,48,5
2,1700,2,800,900,15,13,14,1902,3,3780,48,5
1,1900,1,1100,1100,21,18,19,2801,3,3780,48,5
3,2719,3,800,900,27,27,28,2824,3,3780,48,5
2,1150,2,200,950,6,6,9,1589,3,3780,48,5
3,2600,2,800,900,10,10,11,1609,3,3780,48,5
1,1088,1,836,792,14,10,22,1412,3,3780,48,5
6,1950,5,100,800,7,5,5,1249,3,3780,48,5
3,3288,2,850,1050,26,25,25,3002,3,3780,48,5
2,2100,1,1050,1050,24,23,27,1697,3,3780,48,5
3,2900,3,900,1050,16,15,14,3046,3,3780,48,5
3,1907,2,200,700,6,7,8,2378,3,3780,48,5
3,1869,3,300,800,7,8,7,3102,3,3780,48,5
6,4500,6,300,950,7,9,8,3400,3,3780,48,5
1,2100,1,1300,1300,31,31,43,2081,3,3780,48,5
1,1288,1,1050,1050,23,19,17,1753,3,3780,48,5
10,4819,4,100,900,13,10,10,2629,3,3780,48,5
1,700,1,700,700,10,9,14,2249,3,3780,48,5
2,1669,2,700,800,3,1,1,1991,3,3780,48,5
9,14200,8,600,2900,61,85,71,2484,2,3726,41,5
3,5400,3,1400,2200,112,102,205,2586,2,3726,41,5
3,6600,3,1400,2900,86,76,114,2180,2,3726,41,5
