total_items,subtotal,num_distinct_items,min_item_price,max_item_price,total_onshift_partners,total_busy_partners,total_outstanding_orders,time_diff,market_id,store_id,store_primary_category,order_protocol
4,6993,3,397,4027,21,24,34,1503,1,5258,30,4
2,1998,1,999,999,27,26,30,3203,1,5258,30,4
3,1229,2,265,699,7,7,5,2711,1,5258,30,4
1,2699,1,2699,2699,17,15,11,3325,1,5258,30,4
6,2236,6,169,479,17,13,19,2565,1,5258,30,4
2,1998,1,999,999,6,7,10,2172,1,5258,30,4
4,1302,4,75,699,23,22,18,3488,1,5258,30,4
8,8015,8,450,1595,55,55,73,3364,2,3825,26,4
5,1345,2,269,269,4,4,3,1985,3,1447,25,4
6,1174,3,129,269,4,4,5,2916,4,1447,41,4
3,1077,3,99,399,5,1,1,1855,3,1447,25,4
2,1615,2,255,1325,17,18,21,3175,3,411,12,4
3,3429,3,265,2699,9,10,14,2608,1,5258,30,4
2,1698,2,799,899,28,29,26,2544,1,5258,30,4
4,1943,4,174,763,11,16,17,3419,1,5258,30,4
2,1478,2,479,999,25,27,49,7338,1,5258,30,4
2,958,2,359,599,20,21,19,4460,1,5258,30,4
10,2977,7,95,479,18,18,15,2778,1,5258,30,4
1,479,1,479,479,11,11,15,3039,1,5258,30,4
1,799,1,799,799,23,23,16,2692,1,5258,30,4
24,3190,8,0,699,17,17,24,5760,1,5258,30,4
2,3868,2,1049,2819,16,11,6,3472,1,5258,30,4
9,2712,6,95,479,11,11,6,3433,1,5258,30,4
7,1223,5,0,649,22,22,48,5808,1,5258,30,4
1,2699,1,2699,2699,18,20,30,4621,1,5258,30,4
6,958,6,0,599,17,9,9,2137,1,5258,30,4
1,2699,1,2699,2699,18,10,10,1249,1,5258,30,4
4,792,4,75,359,13,7,6,3430,1,5258,30,4
1,825,1,825,825,2,0,0,2023,1,3026,75,4
3,2107,3,329,979,28,41,20,2615,4,1764,15,4
5,5975,1,1195,1195,82,51,51,1874,1,4537,26,4
4,5800,4,1100,1900,6,6,7,4478,3,6665,58,4
1,1491,1,1299,1315,5,4,5,3691,1,6734,42,4
7,2595,7,175,395,7,6,4,4313,5,6151,17,4
3,1245,2,295,345,7,7,8,4010,5,6151,17,4
2,950,2,295,375,14,15,25,3221,5,6151,17,4
7,2505,5,125,545,7,6,6,3817,5,6151,17,4
2,720,2,150,375,1,1,2,2402,5,6151,17,4
1,475,1,345,345,2,1,1,3585,5,6151,17,4
1,475,1,345,345,6,5,3,1341,5,6151,17,4
2,1076,2,420,534,12,10,13,1942,5,6151,17,4
1,505,1,295,295,18,12,12,6045,5,6151,17,4
2,770,2,275,375,3,0,0,2162,5,6151,17,4
4,1560,4,275,345,5,4,5,4865,5,6151,17,4
1,445,1,395,395,9,22,11,2253,5,6151,17,4
2,1000,2,395,395,17,9,10,2148,5,6151,17,4
1,475,1,345,345,3,3,3,2467,5,6151,17,4
3,1095,3,145,395,3,3,3,2736,5,6151,17,4
9,3090,7,175,425,8,4,4,2154,5,6151,17,4
14,5193,11,229,483,9,19,19,3973,5,6151,17,4
4,1390,4,275,325,14,12,21,3474,5,6151,17,4
12,3900,9,175,445,13,6,6,3599,5,6151,17,4
1,495,1,375,375,6,3,3,1810,5,6151,17,4
4,1246,2,194,429,8,8,11,3154,3,2530,1,4
4,3836,3,375,1529,13,8,17,5364,3,5395,15,4
5,4705,5,575,1375,13,14,15,3686,3,5395,15,4
2,765,2,340,375,40,39,50,3144,2,6541,30,4
5,1220,4,190,390,53,38,43,2183,2,6541,30,4
4,1460,1,270,270,72,67,81,1720,2,6541,30,4
10,3770,6,160,590,43,39,39,2516,2,6541,30,4
7,1100,2,150,200,23,18,21,2302,2,6541,30,4
14,1305,3,0,190,65,93,77,2799,2,6541,30,4
13,985,4,0,390,96,89,154,3099,2,6541,30,4
2,710,1,355,355,62,76,51,1158,2,6541,30,4
6,1590,4,200,340,20,22,36,4249,2,6541,30,4
4,1230,3,200,350,53,49,53,3295,2,6541,30,4
5,2275,2,169,200,22,19,19,1443,2,6541,30,4
5,2275,2,169,200,4,4,7,2110,2,6541,30,4
40,3000,2,0,150,48,45,51,2920,2,6541,30,4
4,1310,3,150,620,58,49,58,1906,2,6541,30,4
26,2320,5,0,250,39,43,67,2347,2,6541,30,4
6,2202,5,150,390,136,110,174,3770,2,6541,30,4
6,840,3,0,200,94,73,112,2587,2,6541,30,4
12,1228,5,0,390,63,75,80,1839,2,6541,30,4
8,1940,4,160,390,123,91,176,2261,2,6541,30,4
28,1970,5,0,590,128,121,246,3811,2,6541,30,4
13,3930,4,120,390,120,117,199,4659,2,6541,30,4
13,1485,4,0,340,69,65,72,2721,2,6541,30,4
5,1224,5,160,270,78,92,159,3891,2,6541,30,4
3,558,2,140,150,50,50,77,2610,2,6541,30,4
3,580,2,160,260,127,128,203,3429,2,6541,30,4
5,1420,4,120,350,73,77,130,3570,2,6541,30,4
10,2680,4,0,340,36,27,27,1813,2,6541,30,4
5,1400,3,160,270,60,58,85,2956,2,6541,30,4
4,849,4,120,390,29,33,43,1911,2,6541,30,4
3,650,3,120,330,20,20,22,1805,2,6541,30,4
28,1729,5,0,390,58,49,58,1721,2,6541,30,4
13,1499,4,0,390,103,85,115,1369,2,6541,30,4
6,1350,3,190,240,45,51,63,1845,2,6541,30,4
10,1135,3,0,375,74,85,133,4391,2,6541,30,4
6,1927,3,150,590,63,64,65,3216,2,6541,30,4
4,800,2,140,150,41,40,50,2216,2,6541,30,4
8,1238,2,150,169,133,87,152,2706,2,6541,30,4
4,1030,4,120,355,66,60,69,1812,2,6541,30,4
6,1160,3,190,200,56,55,85,3902,2,6541,30,4
6,1455,6,120,340,18,26,23,3292,2,6541,30,4
21,1458,5,0,620,102,86,104,2486,2,6541,30,4
3,915,3,120,390,106,88,130,4715,2,6541,30,4
10,1740,4,150,340,54,54,87,3239,2,6541,30,4
13,1155,5,0,390,60,47,49,2137,2,6541,30,4
9,4209,6,160,942,52,52,66,6468,1,1178,22,4
5,2603,4,160,710,17,17,21,1970,1,1178,22,4
6,2537,4,160,942,14,14,17,6513,1,1178,22,4
2,900,2,190,710,19,19,29,5266,1,1178,22,4
3,1530,1,510,510,59,56,67,5443,1,1178,22,4
4,2395,2,149,831,27,21,34,4875,1,1178,22,4
3,2130,1,710,710,29,39,46,4787,1,1178,22,4
2,900,2,190,710,31,40,68,3877,1,1178,22,4
6,2942,3,160,942,15,15,16,3766,1,1178,22,4
4,2320,2,190,710,47,44,71,3162,1,1178,22,4
3,1973,3,370,1200,67,67,94,5993,1,1178,22,4
3,5155,3,685,2475,67,58,95,5649,4,1454,58,4
4,6000,3,1400,1600,55,54,61,1956,2,2011,49,4
4,1270,4,150,395,1,1,2,5154,5,6151,17,4
8,2920,8,195,395,14,11,11,2446,5,6151,17,4
9,3580,7,175,395,1,11,1,2125,5,6151,17,4
3,2400,3,550,1150,15,15,13,1679,1,2409,6,4
2,3248,2,1119,1889,12,12,20,3840,1,2027,26,4
4,3764,2,348,1116,30,23,33,4791,5,2027,6,4
4,1300,3,200,390,136,107,185,3554,2,6541,30,4
4,856,2,169,259,7,7,7,2396,2,6541,30,4
13,1194,5,0,390,68,59,63,1965,2,6541,30,4
12,1830,3,150,160,42,47,41,1877,2,6541,30,4
4,1460,1,270,270,90,74,97,1549,2,6541,30,4
9,1930,5,120,350,58,60,64,3092,2,6541,30,4
7,999,3,0,169,57,71,139,4475,2,6541,30,4
4,1530,2,340,355,63,65,75,1836,2,6541,30,4
7,1240,4,0,355,7,8,11,2382,2,6541,30,4
5,1250,5,140,390,109,115,169,2682,2,6541,30,4
14,640,4,0,200,89,87,134,2589,2,6541,30,4
20,2895,6,0,375,113,109,159,2694,2,6541,30,4
10,2680,4,0,340,53,62,102,2748,2,6541,30,4
30,836,5,0,269,13,13,23,2825,2,6541,30,4
3,765,3,120,250,25,29,27,1729,2,6541,30,4
5,1060,2,150,390,18,18,22,3345,2,6541,30,4
6,1807,4,150,590,85,71,103,3905,2,6541,30,4
2,100,2,0,100,8,9,17,2731,2,6541,30,4
3,739,3,0,330,47,67,36,2744,2,6541,30,4
5,680,3,0,200,94,96,124,2838,2,6541,30,4
5,1224,5,120,350,107,89,141,1432,2,6541,30,4
10,2340,4,120,305,26,27,40,4534,2,6541,30,4
5,0,2,169,200,19,13,13,1800,2,6541,30,4
3,605,2,190,225,129,123,207,4677,2,6541,30,4
5,1455,3,120,620,85,69,72,1715,2,6541,30,4
8,1520,5,140,340,75,83,134,4369,2,6541,30,4
11,966,5,0,289,17,18,23,2881,1,195,30,4
10,1582,5,100,189,9,9,14,2889,1,195,30,4
4,1462,3,157,395,57,46,54,2184,1,195,30,4
3,3200,3,275,1850,43,41,70,3844,4,355,41,4
1,710,1,710,710,20,7,6,4359,1,1178,22,4
1,710,1,710,710,21,22,31,3798,1,1178,22,4
5,3550,1,710,710,67,58,63,5102,1,1178,22,4
2,1670,1,710,710,46,47,80,6431,1,1178,22,4
7,4683,5,160,1200,8,9,11,2490,1,1178,22,4
4,2530,3,510,710,54,56,85,4330,1,1178,22,4
3,1080,3,160,710,60,62,90,5139,1,1178,22,4
4,2310,2,160,710,16,13,15,3727,1,1178,22,4
3,970,3,160,600,8,9,15,5696,4,1178,60,4
2,790,2,190,600,29,26,26,6252,1,1178,22,4
2,2970,2,495,2475,36,35,50,2672,4,1454,26,4
6,1950,3,245,375,2,2,3,5320,1,3422,17,4
1,495,1,395,395,15,15,19,2509,1,3422,17,4
1,415,1,295,295,10,5,5,2317,1,3422,17,4
2,740,2,245,375,3,2,2,3586,1,3422,17,4
2,932,2,368,416,14,21,27,6583,1,3422,17,4
4,1660,3,175,395,17,17,24,2875,1,3422,17,4
6,1950,3,245,375,2,1,1,4285,1,3422,17,4
4,3620,4,575,1475,10,11,13,3965,4,5834,49,4
1,1203,1,606,657,2,6,5,1845,5,993,49,4
4,2400,1,600,600,34,30,30,5296,1,1778,22,4
2,1200,1,600,600,20,20,23,1306,1,1778,22,4
2,890,2,160,710,29,28,29,1624,1,1778,22,4
1,1067,1,942,942,9,10,15,3521,1,1778,22,4
1,1192,1,942,942,20,28,35,7597,1,1778,22,4
3,1967,3,190,942,13,18,18,1342,1,1778,22,4
2,1652,2,710,942,30,30,42,2478,1,1778,22,4
4,2745,2,600,710,10,8,8,3368,1,1778,22,4
2,890,2,160,710,44,46,55,2571,1,1778,22,4
1,1192,1,942,942,42,41,47,3312,1,1778,22,4
2,1698,2,799,899,5,5,5,3004,1,2399,30,4
1,699,1,699,699,17,17,20,1985,1,2399,30,4
1,999,1,999,999,23,21,21,2520,1,2399,30,4
3,3164,3,0,2699,9,12,15,2304,1,2399,30,4
2,1188,2,169,999,21,18,10,1219,1,2399,30,4
4,1227,4,299,629,18,17,18,2919,1,3958,1,4
7,1485,6,0,375,40,33,40,1485,2,6541,30,4
4,1330,4,260,340,99,107,140,3076,2,6541,30,4
6,1509,3,140,350,117,112,212,4264,2,6541,30,4
5,750,1,150,150,92,67,73,1665,2,6541,30,4
14,1353,5,0,305,106,61,107,2450,2,6541,30,4
7,1680,2,200,270,56,58,83,2277,2,6541,30,4
4,1290,2,120,250,55,50,64,2672,2,6541,30,4
6,1060,6,0,300,71,57,57,2389,2,6541,30,4
5,1265,3,190,330,18,14,14,1423,2,6541,30,4
6,880,5,120,200,64,53,67,1762,2,6541,30,4
16,4640,7,190,390,18,17,20,2600,2,6541,30,4
4,1420,2,330,355,79,78,86,3547,2,6541,30,4
9,865,3,0,340,47,47,58,5699,2,6541,30,4
6,1555,6,0,600,144,138,276,4044,2,6541,30,4
12,1800,1,150,150,30,23,26,2737,2,6541,30,4
3,830,3,120,240,16,17,19,1440,2,6541,30,4
21,1267,4,0,390,54,71,81,1951,2,6541,30,4
4,1154,3,135,569,18,15,25,2427,2,6541,30,4
4,1353,3,0,355,34,34,37,1758,2,6541,30,4
12,2480,4,150,290,26,27,36,4336,2,6541,30,4
5,1360,3,120,355,69,59,81,3609,2,6541,30,4
17,1979,8,0,330,109,71,103,2508,2,6541,30,4
19,1612,6,0,189,27,24,25,2111,1,195,30,4
6,814,3,129,159,78,69,83,2349,1,195,30,4
1,710,1,710,710,0,0,0,3391,1,6672,22,4
2,389,2,100,289,0,0,0,2612,3,3924,30,4
15,666,5,0,139,0,0,0,4947,3,3924,30,4
4,618,4,100,289,0,0,0,2291,3,3924,30,4
5,750,2,119,129,0,0,0,1874,3,3924,30,4
3,377,2,119,129,0,0,0,2205,3,3924,30,4
3,4720,3,1050,1675,24,23,24,2812,4,1454,58,4
3,2405,1,735,735,19,19,27,7122,1,6374,58,4
2,1142,2,160,942,60,59,83,2935,1,1778,22,4
2,1670,1,710,710,18,18,25,2865,1,1778,22,4
3,2130,1,710,710,68,68,107,3729,1,1778,22,4
1,600,1,600,600,26,16,16,2889,1,1778,22,4
2,900,2,190,710,44,45,57,3658,1,1778,22,4
2,900,2,190,710,23,22,30,2012,1,1778,22,4
4,1800,2,190,710,36,28,30,5348,1,1778,22,4
2,1142,2,160,942,56,45,45,1682,1,1778,22,4
1,710,1,710,710,22,18,18,2240,1,1778,22,4
2,800,2,160,600,54,53,67,2582,1,1778,22,4
3,1140,3,160,710,5,4,4,1167,1,1778,22,4
2,1652,2,710,942,48,49,63,2712,1,1778,22,4
3,1803,3,160,1200,68,67,103,2617,1,1778,22,4
1,1067,1,942,942,25,25,25,2497,1,1778,22,4
1,600,1,600,600,25,14,14,2381,1,1778,22,4
1,1192,1,942,942,28,28,34,3919,1,1778,22,4
2,1200,1,600,600,62,64,95,3525,1,1778,22,4
3,1516,2,403,710,17,18,26,2838,1,1778,22,4
2,900,2,190,710,40,42,66,3328,2,1778,22,4
3,1610,2,190,710,32,30,30,3828,1,1778,22,4
2,1420,1,710,710,24,25,35,2603,1,1778,22,4
3,2037,3,129,1579,38,37,47,3046,3,4025,6,4
5,2450,5,275,700,2,2,3,4038,5,6735,6,4
9,5700,8,300,1500,63,60,80,3424,6,1167,61,4
13,756,5,0,209,0,0,0,1839,3,3924,30,4
8,1643,6,100,299,0,0,0,2016,3,3924,30,4
4,4790,4,350,2295,83,82,148,2499,4,1479,49,4
1,2240,1,1365,1365,64,41,66,2978,4,1454,58,4
5,2720,5,199,899,22,22,38,6847,1,2933,71,4
8,4890,5,100,1150,45,42,58,2334,6,3014,22,4
4,3300,3,500,1150,12,18,28,5505,1,2409,6,4
2,1250,1,500,500,40,46,50,3996,1,603,26,4
1,575,1,500,500,41,41,45,2962,1,603,26,4
2,1200,1,500,500,48,44,44,2988,1,603,26,4
2,1325,2,500,500,31,30,40,4039,1,603,26,4
1,600,1,500,500,15,17,37,4955,1,603,26,4
1,600,1,500,500,15,13,13,1707,1,603,26,4
2,1075,2,500,500,55,55,71,5182,1,603,26,4
3,2850,1,800,800,45,42,58,2605,5,1838,53,4
6,1900,4,175,345,15,9,9,2401,5,5002,17,4
3,815,2,175,345,4,2,2,1653,5,5002,17,4
2,570,2,245,325,18,15,17,1195,5,5002,17,4
2,570,2,245,325,13,9,11,1231,5,5002,17,4
7,2135,5,175,395,3,3,4,2040,5,5002,17,4
4,1790,3,295,395,19,18,25,2593,5,5002,17,4
5,2255,5,295,425,7,6,8,1815,5,5002,17,4
1,465,1,345,345,4,4,4,2383,5,5002,17,4
1,375,1,375,375,9,6,6,1414,5,5002,17,4
2,800,2,255,295,10,6,7,1248,5,5002,17,4
3,1085,3,245,395,3,3,4,1871,5,5002,17,4
4,1700,2,245,345,11,3,4,1217,5,5002,17,4
7,1693,3,139,209,128,78,150,1758,2,659,30,4
2,798,1,299,299,60,54,59,964,2,659,30,4
5,1351,2,227,472,54,48,77,1595,2,659,30,4
7,1055,5,0,299,9,9,17,1786,2,659,30,4
8,1552,4,169,249,25,24,28,1666,2,659,30,4
29,1661,6,0,329,18,14,14,1112,2,659,30,4
4,796,1,199,199,48,52,52,1430,2,659,30,4
7,2323,3,159,319,34,34,49,1574,2,659,30,4
8,647,4,0,249,106,70,121,2335,2,659,30,4
34,2180,6,0,329,33,31,44,1553,2,659,30,4
15,1385,4,0,299,122,120,204,4662,2,659,30,4
8,1564,4,100,329,120,112,167,2342,2,659,30,4
5,1775,3,209,299,46,51,76,1962,2,659,30,4
7,1203,2,129,159,82,72,78,2266,2,659,30,4
35,3145,10,0,319,21,20,23,1633,2,659,30,4
11,685,4,0,159,115,113,184,4641,2,659,30,4
8,6000,7,200,1500,70,58,97,3600,2,1167,58,4
7,7900,7,200,1600,73,56,80,3096,4,1167,49,4
1,949,1,949,949,34,42,59,1649,2,633,6,4
1,800,1,800,800,16,16,24,2665,4,3780,49,4
2,1752,2,554,1151,13,7,1,1383,5,4773,6,4
1,1895,1,1895,1895,102,143,131,3144,3,1479,38,4
6,7060,5,350,2095,102,94,180,3467,2,1479,15,4
4,3250,4,300,1000,58,51,53,2735,3,787,1,4
3,1550,3,150,1000,57,55,67,3601,3,787,1,4
2,3100,2,1500,1600,84,77,129,3126,3,3726,22,4
2,2088,2,969,1019,26,27,28,3525,1,5274,6,4
2,2300,1,1150,1150,55,57,75,3372,1,2409,6,4
6,3135,5,200,1095,9,3,3,2837,3,4718,41,4
2,1790,1,895,895,7,5,5,1640,3,6513,15,4
2,2300,2,1150,1150,37,36,37,2550,3,131,6,4
1,710,1,710,710,4,5,9,5910,1,3976,49,4
1,899,1,899,899,0,0,0,2026,3,4725,30,4
3,2700,3,850,1000,7,4,3,3114,5,4550,6,4
3,2095,1,675,675,17,16,17,4870,3,5834,6,4
3,3498,3,899,1300,18,12,19,3884,5,993,49,4
2,3000,2,1400,1600,68,68,131,3538,1,2426,61,4
5,885,4,149,249,54,48,55,1790,2,659,30,4
7,985,5,0,229,18,18,25,1664,2,659,30,4
6,994,3,129,249,62,58,87,2689,2,659,30,4
35,1235,5,0,409,33,29,32,2041,2,659,30,4
5,815,3,129,169,39,37,54,1180,2,659,30,4
5,2226,3,172,482,30,22,31,2075,2,659,30,4
7,1296,6,100,269,3,3,9,1889,2,659,30,4
15,1285,4,0,299,85,85,131,1401,2,659,30,4
2,398,2,169,229,44,54,57,2307,2,659,30,4
11,916,5,0,299,14,18,29,2536,2,659,30,4
4,858,2,100,279,60,73,92,1868,2,659,30,4
2,798,2,209,329,75,80,170,3479,2,659,30,4
10,1039,5,100,332,55,58,79,3759,2,659,30,4
2,418,2,169,249,97,97,146,4020,2,659,30,4
8,1495,6,100,299,29,29,30,1355,2,659,30,4
2,278,1,139,139,30,32,45,2651,2,659,30,4
5,886,5,100,249,58,58,64,1508,2,659,30,4
19,2313,4,100,209,39,38,56,2309,2,659,30,4
5,1066,5,100,269,8,8,10,2886,2,659,30,4
10,1674,7,0,289,81,81,110,1874,2,659,30,4
4,817,4,100,279,28,27,36,1512,2,659,30,4
12,2458,6,129,329,144,135,276,3704,2,659,30,4
18,2498,6,0,329,93,91,119,1857,2,659,30,4
13,1145,5,0,329,62,63,69,1662,2,659,30,4
10,737,4,0,299,91,79,91,1606,2,659,30,4
2,588,2,289,299,30,30,30,1989,2,659,30,4
4,1360,4,175,375,2,2,2,2896,1,1472,17,4
6,1640,5,0,295,0,0,1,4352,1,1472,17,4
1,375,1,275,275,3,1,0,1570,1,1472,17,4
2,590,1,195,195,4,4,5,1944,1,1472,17,4
5,1565,5,175,375,2,1,1,5434,1,1472,17,4
2,870,2,295,375,3,4,3,2212,1,1472,17,4
4,1630,4,350,495,15,15,15,2553,1,3023,42,4
4,1250,3,250,450,4,2,2,3428,3,1923,6,4
5,7100,3,700,2100,49,44,48,1523,1,3726,48,4
2,3150,2,700,1775,45,42,58,4222,6,3572,58,4
2,2038,1,1019,1019,14,16,21,5973,1,5274,6,4
3,2350,3,1150,1200,43,43,59,2428,1,2409,6,4
2,1750,2,550,1200,52,52,88,3788,1,2409,6,4
2,2700,1,1350,1350,16,16,11,2893,3,3590,42,4
3,4850,3,850,1600,45,46,46,4549,1,2239,49,4
5,6600,4,850,1700,68,62,83,4452,2,2239,1,4
2,3800,2,1900,1900,59,63,92,4188,1,2239,49,4
3,5400,3,950,2400,53,50,53,2467,1,2239,49,4
1,1900,1,1350,1350,29,30,28,3171,1,2239,49,4
5,4550,4,550,1650,51,51,61,3738,3,3320,62,4
2,3800,2,1375,2425,23,18,30,5840,5,6074,9,4
5,6115,5,400,2795,25,12,18,5601,5,6074,9,4
3,2045,2,675,695,18,13,11,3224,3,5834,6,4
5,2955,3,449,489,15,14,16,2507,5,2181,64,4
3,3765,3,0,2499,17,12,9,3461,3,118,9,4
3,3095,3,995,1050,10,9,8,1201,3,6012,42,4
2,3200,2,1000,2200,30,26,33,1900,2,5918,64,4
2,1178,2,99,1079,58,42,48,1995,2,633,6,4
1,1950,1,1400,1400,45,42,58,3341,6,1632,15,4
1,1600,1,1300,1300,45,42,58,2939,2,1632,41,4
4,1548,3,125,499,10,12,17,3294,1,1234,12,4
1,1726,1,1541,1750,21,12,30,4053,1,1234,12,4
1,1499,1,1499,1499,8,7,9,3056,1,1234,12,4
2,2697,2,1198,1499,5,2,2,4370,1,1234,12,4
3,1686,3,229,729,3,3,5,1660,5,1917,30,4
2,1058,2,329,699,10,9,11,2612,5,1917,30,4
5,1764,5,199,499,15,9,10,1960,5,1917,30,4
2,428,2,139,159,15,15,18,1973,5,1917,30,4
12,3800,6,200,450,27,17,17,2384,3,1923,6,4
2,1200,2,250,950,18,11,9,2812,3,338,42,4
10,8588,7,319,2148,81,79,129,3890,4,6673,49,4
2,1596,2,293,957,9,7,14,1408,1,5797,60,4
4,3480,4,495,795,17,16,17,3487,3,6290,41,4
3,2640,3,600,795,12,10,10,2493,3,6290,41,4
5,6625,4,495,1595,3,3,1,3803,3,6290,26,4
5,7200,4,495,1495,16,14,9,3252,3,6290,41,4
5,2370,5,395,750,6,7,5,6334,1,5457,61,4
9,2595,7,100,599,49,49,55,2666,2,5583,17,4
3,4659,3,692,2057,24,16,21,4522,4,4928,41,4
2,1795,2,750,850,7,5,5,3678,3,6611,20,4
2,1290,2,495,795,20,20,24,4612,1,2849,71,4
1,1498,1,1498,1498,45,42,58,3131,4,5722,22,4
6,2461,6,100,562,10,14,20,4701,2,662,30,4
2,2398,2,999,1399,37,36,43,4632,3,5452,8,4
3,2823,3,375,1299,9,10,11,3699,3,5452,8,4
4,1345,3,195,410,0,0,0,3278,3,3391,15,4
1,940,1,440,440,0,0,0,2057,3,3391,15,4
3,1550,3,275,590,0,0,0,4533,3,3391,15,4
4,1525,4,195,590,0,0,0,2462,3,3391,15,4
9,3115,3,195,590,0,0,0,4937,3,3391,15,4
8,3385,7,195,775,0,0,0,4161,3,3391,15,4
7,3895,4,195,695,0,0,0,4946,3,3391,15,4
3,2770,2,440,785,0,0,0,2545,3,3391,15,4
3,1880,3,495,695,0,0,0,2104,3,3391,15,4
3,1255,3,235,695,0,0,0,3692,3,3391,15,4
2,990,2,295,695,0,0,0,6713,3,3391,15,4
5,3200,5,235,695,0,0,0,3765,3,3391,15,4
3,1385,3,295,695,0,0,0,4543,3,3391,15,4
5,2175,4,195,695,0,0,0,2734,3,3391,15,4
1,1070,1,695,695,0,0,0,2555,3,3391,15,4
3,1450,3,195,685,0,0,0,3324,3,3391,15,4
3,1125,2,195,410,0,0,0,4752,3,3391,15,4
2,2745,2,1295,1450,0,0,0,4640,3,2586,6,4
1,579,1,579,579,2,5,5,1295,3,661,25,4
6,1064,4,69,229,2,2,2,4187,3,661,25,4
1,199,1,199,199,5,5,4,1500,3,661,25,4
4,2648,2,0,875,8,9,13,5048,6,3381,62,4
9,4125,3,225,700,50,49,91,3402,2,6018,15,4
2,1025,2,325,700,29,28,36,4116,2,6018,15,4
4,1875,4,150,700,38,38,71,4009,2,6018,15,4
2,1850,1,925,925,44,44,62,4181,2,6018,15,4
4,2442,4,307,966,149,105,185,4992,2,2758,22,4
3,2770,3,795,1025,51,47,56,3603,2,2758,22,4
4,3220,4,725,895,123,101,217,5931,2,2758,22,4
5,3800,4,650,1125,130,129,208,4901,2,2758,22,4
2,2545,2,1250,1295,23,23,32,6271,1,5457,61,4
7,3324,7,250,899,50,50,88,6711,1,6422,53,4
4,1169,2,250,419,30,30,27,3680,1,6422,53,4
2,669,2,250,419,16,13,13,2380,1,6422,53,4
3,917,3,149,429,20,21,22,4316,3,2497,15,4
3,1107,2,209,429,12,11,11,2857,3,2497,15,4
3,1027,3,149,539,24,24,25,3131,3,2497,15,4
2,828,2,289,539,6,4,3,2458,3,2497,15,4
2,876,2,133,149,7,7,8,1420,3,2497,15,4
3,1067,3,209,489,19,19,18,1879,3,2497,15,4
6,2410,3,133,649,14,12,12,2123,3,2497,15,4
4,1396,2,209,489,4,7,10,2503,3,2497,15,4
3,1245,3,133,649,17,14,14,2077,3,2497,15,4
2,501,2,238,371,20,16,26,3979,3,2497,15,4
2,918,2,209,649,14,12,12,1575,3,2497,15,4
1,239,1,199,199,13,13,24,5475,3,3046,25,4
8,1652,7,139,199,30,33,41,2989,3,3046,25,4
4,866,4,99,399,10,9,8,2171,3,3046,25,4
1,399,1,399,399,7,7,7,1144,3,3046,25,4
5,1575,4,99,599,45,42,58,3056,3,4749,53,4
5,1187,4,100,169,45,35,58,2780,2,2474,30,4
1,949,1,949,949,9,8,7,2452,5,5048,6,4
2,1156,2,104,844,12,18,17,2683,5,5048,6,4
1,729,1,729,729,16,14,14,2289,5,5048,6,4
1,949,1,949,949,4,7,3,2047,5,5048,6,4
2,1928,2,729,949,28,28,37,2771,5,5048,6,4
2,2708,2,109,1699,13,5,6,3965,5,5048,6,4
2,1598,2,249,949,13,10,11,1485,5,5048,6,4
2,1085,2,310,775,2,2,2,2760,3,6712,15,4
1,690,1,685,685,1,0,0,2424,3,6712,15,4
2,1865,2,340,595,6,5,5,2300,3,6712,15,4
2,1475,2,685,785,7,7,7,2531,3,6712,15,4
