total_items,subtotal,num_distinct_items,min_item_price,max_item_price,total_onshift_partners,total_busy_partners,total_outstanding_orders,time_diff,market_id,store_id,store_primary_category,order_protocol
2,1851,2,750,1050,30,17,27,3250,5,536,36,3
1,699,1,699,699,15,7,8,1528,5,536,36,3
7,5681,6,399,1299,15,15,13,2676,5,536,36,3
2,1800,2,699,1050,21,9,11,2220,5,536,36,3
4,3696,3,399,1099,21,18,11,2254,5,536,36,3
1,750,1,750,750,16,6,7,1244,5,536,36,3
1,1099,1,1099,1099,25,25,43,4890,5,536,36,3
4,1329,4,80,750,28,14,19,1850,5,536,36,3
2,1250,2,300,950,30,10,14,2150,5,536,36,3
1,1099,1,1099,1099,19,16,18,1307,5,536,36,3
3,2999,3,450,1299,17,9,9,1738,5,536,36,3
1,750,1,750,750,21,15,15,1398,5,536,36,3
2,2024,2,599,1425,20,17,17,1453,5,536,36,3
1,1099,1,1099,1099,21,19,16,2783,5,536,36,3
3,3424,3,399,1600,15,14,17,2679,5,536,36,3
9,7128,6,399,1099,22,19,22,1956,5,536,36,3
2,2724,2,1099,1425,13,13,13,1410,5,536,36,3
2,1649,2,399,1250,15,15,12,2284,5,536,36,3
2,1849,2,699,1050,11,19,13,3169,5,536,36,3
2,1171,2,459,1139,21,37,32,2742,5,536,36,3
1,1525,1,1525,1525,27,20,24,2363,5,536,36,3
4,3198,4,399,1099,12,7,8,1749,5,536,36,3
1,1050,1,1050,1050,15,15,23,1636,5,536,36,3
2,1724,2,299,1425,13,9,10,3282,5,536,36,3
3,1899,2,399,750,22,16,28,2428,5,536,36,3
2,2398,2,1099,1299,17,26,15,2196,5,536,36,3
2,1149,2,399,750,27,15,24,2403,5,536,36,3
1,1099,1,1099,1099,29,16,23,2396,5,536,36,3
1,1250,1,1250,1250,21,20,26,2119,5,536,36,3
1,750,1,750,750,17,13,12,1108,5,536,36,3
3,2700,3,100,1299,27,11,22,3785,5,536,36,3
2,2850,1,1425,1425,30,24,39,4029,5,536,36,3
1,1050,1,1050,1050,27,25,26,2420,5,536,36,3
2,2198,2,1099,1099,25,9,11,1999,5,536,36,3
3,2298,2,100,1099,14,14,14,2065,5,536,36,3
8,4442,6,299,1250,8,9,9,2177,5,536,36,3
4,2923,4,100,1425,14,9,9,4262,5,536,36,3
3,2655,3,455,1050,26,20,27,2291,5,536,36,3
1,1101,1,1050,1050,12,23,14,3235,5,536,36,3
1,1345,1,1095,1095,14,11,13,2394,5,6453,61,1
1,1420,1,1095,1095,8,6,6,1766,5,6453,61,1
2,2225,2,925,975,9,10,12,3018,5,6453,61,1
2,2380,1,995,995,14,16,11,3142,5,6453,61,1
2,2600,2,975,975,15,14,15,2627,5,6453,61,1
3,2990,3,695,995,11,9,15,2217,5,6453,61,1
1,1300,1,975,975,8,8,9,1991,5,6453,61,1
2,2400,2,1200,1200,59,44,60,2805,5,6701,62,1
2,2200,2,1000,1200,54,51,70,2174,5,6701,38,5
2,3740,2,1425,1745,17,15,28,5136,5,4845,1,1
4,2400,4,475,625,21,10,15,3032,5,4845,1,1
3,3065,3,225,2095,14,11,6,2307,5,4845,1,1
1,1995,1,1995,1995,14,10,12,3014,5,4845,1,1
3,1425,2,225,575,9,6,7,3113,5,4845,1,1
3,2420,3,50,2095,18,15,18,2717,5,4845,1,1
2,1175,2,50,1125,19,9,17,2807,5,4845,1,1
1,1289,1,1437,1400,21,13,19,2322,5,4845,1,1
4,2450,3,475,625,12,19,18,3185,5,4845,1,1
2,675,2,50,625,22,14,22,3466,5,4845,1,1
1,2795,1,1995,1995,16,8,8,2273,5,4845,1,1
1,812,1,691,743,25,12,18,1730,5,4845,1,1
1,1828,1,2031,1935,24,21,23,3224,5,4845,1,1
1,1325,1,1325,1325,11,8,8,2065,5,4845,1,1
3,2375,2,475,1425,22,19,30,4655,5,4845,1,1
2,1220,2,525,695,16,14,24,7312,5,4845,1,1
1,3095,1,2095,2095,12,14,9,3073,5,4845,1,1
7,2595,7,175,395,7,6,4,4313,5,6151,17,4
3,1245,2,295,345,7,7,8,4010,5,6151,17,4
2,950,2,295,375,14,15,25,3221,5,6151,17,4
7,2505,5,125,545,7,6,6,3817,5,6151,17,4
2,720,2,150,375,1,1,2,2402,5,6151,17,4
1,475,1,345,345,2,1,1,3585,5,6151,17,4
1,475,1,345,345,6,5,3,1341,5,6151,17,4
2,1076,2,420,534,12,10,13,1942,5,6151,17,4
1,505,1,295,295,18,12,12,6045,5,6151,17,4
2,770,2,275,375,3,0,0,2162,5,6151,17,4
4,1560,4,275,345,5,4,5,4865,5,6151,17,4
1,445,1,395,395,9,22,11,2253,5,6151,17,4
2,1000,2,395,395,17,9,10,2148,5,6151,17,4
1,475,1,345,345,3,3,3,2467,5,6151,17,4
3,1095,3,145,395,3,3,3,2736,5,6151,17,4
9,3090,7,175,425,8,4,4,2154,5,6151,17,4
14,5193,11,229,483,9,19,19,3973,5,6151,17,4
4,1390,4,275,325,14,12,21,3474,5,6151,17,4
12,3900,9,175,445,13,6,6,3599,5,6151,17,4
1,495,1,375,375,6,3,3,1810,5,6151,17,4
4,3935,4,650,1395,12,10,13,2773,5,2055,42,2
4,4580,4,795,1395,5,5,7,3173,5,2055,42,2
4,3590,4,250,1395,20,20,37,4632,5,2055,42,2
6,3735,5,250,1195,18,11,23,2285,5,2055,42,2
4,4935,4,650,1995,24,15,30,3647,5,2055,42,2
5,4030,5,495,1295,23,23,42,4761,5,2055,42,2
3,3585,3,695,1495,23,18,28,2845,5,2055,42,2
3,2040,3,650,695,26,24,32,2593,5,2055,42,2
4,3190,3,395,1495,26,22,35,4450,5,2055,42,2
6,6225,6,250,1395,26,26,41,2563,5,2055,42,2
10,9905,10,250,1895,16,17,34,4742,5,2055,42,2
1,999,1,999,999,10,10,20,3424,5,2027,6,1
3,1902,3,297,787,13,14,17,4367,5,2027,6,1
3,1538,3,89,1220,5,6,6,1799,5,2027,6,1
1,1139,1,1139,1139,15,12,13,1629,5,2027,6,1
2,1638,1,819,819,12,11,10,2481,5,2027,6,1
1,3759,1,3759,3759,10,16,15,2613,5,2027,6,1
2,2418,1,1209,1209,18,12,16,2089,5,2027,6,1
2,598,2,209,349,10,7,8,2103,5,2027,6,1
1,1139,1,1019,1019,13,6,6,1949,5,2027,6,1
1,1619,1,1619,1619,19,15,23,2681,5,2027,6,1
4,4356,2,79,1209,14,8,8,2230,5,2027,6,1
1,1612,1,1612,1612,20,13,17,4362,5,2027,6,1
3,1586,3,330,1057,32,27,41,4118,5,2027,6,1
3,2197,3,359,1479,26,15,19,1904,5,2027,6,1
1,759,1,759,759,7,8,9,2175,5,2027,6,1
1,1619,1,1619,1619,18,9,9,2059,5,2027,6,1
4,2357,4,89,1220,23,19,33,3276,5,2027,6,1
1,1199,1,1099,1099,15,12,15,2579,5,2027,6,1
1,999,1,999,999,20,12,17,2826,5,2027,6,1
2,2148,2,889,1209,17,12,16,2533,5,2027,6,1
1,4899,1,4759,4759,19,19,30,3501,5,2027,6,1
4,1626,4,79,1209,11,12,20,2118,5,2027,6,1
31,2820,7,0,355,116,120,184,2270,5,6541,52,1
4,1270,4,150,395,1,1,2,5154,5,6151,17,4
8,2920,8,195,395,14,11,11,2446,5,6151,17,4
9,3580,7,175,395,1,11,1,2125,5,6151,17,4
2,1345,2,450,895,13,7,10,1810,5,1780,1,2
3,2900,3,850,1100,20,12,17,2819,5,1780,1,2
5,4050,5,500,1100,23,12,15,2168,5,1780,1,2
5,3050,4,175,1100,14,12,12,1840,5,1780,1,2
4,2075,4,175,1100,17,17,26,2845,5,1780,1,2
7,6426,5,764,1585,13,20,8,2272,5,2055,42,2
6,5080,4,650,1495,28,28,44,3101,5,2055,42,2
8,4980,6,250,950,23,18,29,4357,5,2055,42,2
2,2290,2,795,1495,19,9,14,1977,5,2055,42,2
4,4780,4,695,1895,8,8,10,2986,5,2055,42,2
3,4385,3,1395,1495,19,15,23,2686,5,2055,42,2
3,3385,3,795,1395,15,6,6,2983,5,2055,42,2
3,4585,2,1395,1595,24,19,24,2465,5,2055,42,2
3,4085,3,795,1895,20,16,26,2796,5,2055,42,2
1,1195,1,1195,1195,13,10,11,2390,5,2055,42,2
5,4885,5,250,1395,13,14,9,2486,5,2055,42,2
11,11455,9,495,1495,7,7,13,4559,5,2055,42,2
2,1745,2,250,1495,20,14,21,1862,5,2055,42,2
8,5635,6,250,1395,25,26,44,3878,5,2055,42,2
4,4780,1,1195,1195,9,10,14,3450,5,2055,42,2
7,6220,7,650,1495,15,15,17,3721,5,2055,42,2
6,6029,6,554,1991,19,17,25,3212,5,2055,42,2
3,3585,3,695,1495,26,27,48,2967,5,2055,42,2
5,3385,3,650,695,25,18,21,2262,5,2055,42,2
1,795,1,795,795,5,4,3,2438,5,2055,42,2
8,7960,8,495,1495,17,11,16,4722,5,2055,42,2
2,2290,2,995,1195,10,2,2,1687,5,2055,42,2
2,2790,2,795,1995,16,20,21,2539,5,2055,42,2
7,7465,7,695,1795,20,14,25,3927,5,2055,42,2
6,5290,6,250,1495,23,24,34,3319,5,2055,42,2
5,5130,5,650,1495,22,22,31,3490,5,2055,42,2
2,1890,2,495,1395,15,15,19,1668,5,2055,42,2
3,2795,3,650,1495,12,7,7,2223,5,2055,42,2
3,2685,3,395,1395,21,14,23,2820,5,2055,42,2
3,3195,3,250,1495,13,10,14,2908,5,2055,42,2
3,2685,3,595,1395,14,5,5,2194,5,2055,42,2
8,6135,8,250,950,19,19,35,3131,5,2055,42,2
1,1139,1,1139,1139,14,12,17,2906,5,2027,6,1
1,1619,1,1619,1619,26,26,41,2233,5,2027,6,1
2,988,2,229,759,26,21,36,2149,5,2027,6,1
2,1998,1,999,999,18,9,14,2743,5,2027,6,1
4,3906,2,129,1209,11,8,9,2220,5,2027,6,1
4,3764,2,348,1116,30,23,33,4791,5,2027,6,4
3,1977,2,359,1139,7,8,9,1951,5,2027,6,1
2,1468,2,89,1209,18,15,21,3159,5,2027,6,1
1,2419,1,2419,2419,6,6,10,1255,5,2027,6,1
1,999,1,999,999,13,8,9,1492,5,2027,6,1
1,889,1,889,889,9,11,16,3775,5,2027,6,1
1,1019,1,1019,1019,24,17,28,2407,5,2027,6,1
1,1139,1,1139,1139,31,22,32,2763,5,2027,6,1
2,3750,2,221,3029,12,8,8,2352,5,2027,6,1
7,3513,3,75,3029,17,17,26,5110,5,2027,6,1
3,3459,3,209,3029,11,11,15,2633,5,2027,6,1
4,1836,3,89,759,15,11,13,2755,5,2027,6,1
1,1039,1,869,869,9,9,10,2136,5,2027,6,1
4,2438,4,165,1317,17,7,11,1670,5,2027,6,1
4,2058,4,79,1359,5,1,1,1498,5,2027,6,1
3,1657,2,89,1479,10,8,8,1539,5,2027,6,1
2,2038,2,659,1209,10,10,9,2005,5,2027,6,1
1,1169,1,999,999,19,10,10,1551,5,2027,6,1
1,1919,1,1919,1919,17,16,21,2536,5,2027,6,1
1,1220,1,1220,1220,19,9,17,2141,5,2027,6,1
1,2009,1,1889,1889,29,23,36,3562,5,2027,6,1
2,1948,2,229,1479,30,15,20,3006,5,2027,6,1
2,1282,2,391,891,14,14,15,1961,5,2027,6,1
4,2850,4,625,875,19,12,21,3437,5,5706,75,1
3,2025,3,325,675,15,13,15,2029,5,5706,75,1
2,1600,2,650,750,20,12,17,2899,5,5706,75,1
2,1675,2,725,750,22,16,17,2568,5,5706,75,1
1,825,1,650,650,13,11,12,1768,5,5706,75,1
3,2025,3,625,750,24,18,30,3469,5,5706,75,1
3,2375,2,625,875,21,17,19,2203,5,5706,75,1
3,2375,3,625,875,13,9,11,1742,5,5706,75,1
1,825,1,650,650,12,8,9,2016,5,5706,75,1
1,875,1,875,875,18,11,17,2390,5,5706,75,1
4,3140,4,595,1325,41,56,40,2763,5,1200,22,2
3,1875,1,625,625,52,49,83,5088,5,1200,22,2
3,2490,3,595,1270,49,59,44,1801,5,1200,22,2
3,3675,3,625,1525,34,27,40,3828,5,1200,22,2
4,3040,4,325,1325,42,31,30,2172,5,1200,22,2
3,3720,3,595,1600,42,34,43,2640,5,1200,22,2
1,625,1,625,625,28,41,20,2203,5,1200,22,2
3,2440,3,595,1250,57,54,93,4281,5,1200,22,2
3,3320,3,625,1370,42,33,44,2767,5,1200,22,2
6,5290,6,150,1325,43,38,51,2955,5,1200,22,2
2,1220,2,595,625,41,34,52,4248,5,1200,22,2
6,4620,4,595,825,27,26,38,2969,5,1200,22,2
5,4235,5,595,1525,16,14,15,2767,5,1200,22,2
7,6120,5,325,1525,49,34,57,4165,5,1200,22,2
16,5584,2,349,349,24,22,30,1691,5,5499,22,1
2,2528,2,1229,1299,19,19,31,2569,5,993,49,1
2,1658,2,559,1099,13,11,11,1897,5,993,49,1
2,2858,1,1429,1429,16,16,42,5314,5,993,49,1
1,929,1,929,929,17,15,19,1303,5,993,49,1
1,1199,1,1099,1099,16,13,15,1796,5,993,49,1
3,3457,3,559,1399,17,15,27,2604,5,993,49,1
4,4186,4,929,1229,14,9,10,2498,5,993,49,1
4,1826,2,299,929,10,11,13,3540,5,993,49,1
6,5653,6,579,1199,9,8,9,1903,5,993,49,1
2,2428,2,499,1450,20,18,39,5822,5,993,49,1
2,2198,1,1099,1099,21,19,23,2215,5,993,49,1
1,1099,1,1099,1099,8,8,14,2639,5,993,49,1
3,2297,3,299,999,5,5,6,2892,5,993,49,1
1,1199,1,1199,1199,12,10,11,1432,5,993,49,1
2,1198,1,599,599,8,8,18,2057,5,993,49,1
1,1203,1,606,657,2,6,5,1845,5,993,49,4
1,1129,1,1129,1129,13,13,18,1990,5,993,49,1
1,1529,1,1200,1093,23,22,32,2192,5,993,49,1
3,3773,3,999,1399,16,11,12,2084,5,993,49,1
2,2986,2,1156,1578,16,17,18,2099,5,993,49,1
2,1345,2,450,895,12,5,5,1830,5,1780,1,2
4,3650,4,500,1200,15,14,14,1698,5,1780,1,2
4,2920,4,175,1000,14,12,13,2709,5,1780,1,2
2,1345,2,450,895,8,7,10,3111,5,1780,1,2
3,3000,3,950,1100,22,21,29,2916,5,1780,1,2
4,1950,4,450,950,19,12,14,2863,5,1780,1,2
3,2200,2,550,1100,15,14,22,3429,5,1780,1,2
6,4100,3,550,950,18,12,22,2418,5,1780,1,2
1,1750,1,1750,1750,18,10,12,1513,5,1780,1,2
3,2595,3,600,1000,20,8,16,2259,5,1780,1,2
2,2400,2,1100,1300,15,5,10,1678,5,1780,1,2
2,1300,2,450,850,17,11,12,1983,5,1780,1,2
2,1790,2,795,795,6,2,2,1818,5,2055,42,2
6,6380,6,650,1495,19,19,29,4113,5,2055,42,2
1,3029,1,3029,3029,22,17,23,2672,5,2027,6,1
4,2826,3,79,2419,7,7,8,1890,5,2027,6,1
3,2457,1,819,819,19,15,21,2244,5,2027,6,1
1,1209,1,1209,1209,10,9,9,1809,5,2027,6,1
3,1770,3,275,1100,48,32,36,2602,5,355,71,2
1,2037,1,1871,1973,52,55,72,2716,5,355,9,5
2,1250,2,625,625,40,40,73,4246,5,1200,22,2
2,945,2,150,795,38,40,74,4149,5,1200,22,2
3,4065,3,1270,1525,47,23,34,3365,5,1200,22,2
3,1785,2,595,595,19,10,10,2552,5,1200,22,2
5,4965,5,595,1525,38,34,38,2763,5,1200,22,2
1,1525,1,1525,1525,38,33,58,2149,5,1200,22,2
4,3185,4,595,1200,49,30,47,2641,5,1200,22,2
7,5605,7,595,1370,29,21,21,2507,5,1200,22,2
4,3160,4,731,1325,47,53,74,3433,5,1200,22,2
1,795,1,795,795,41,35,35,2051,5,1200,22,2
4,3110,4,150,1370,44,42,54,2442,5,1200,22,2
1,1699,1,1199,1199,25,13,13,1800,5,347,58,1
2,2149,2,799,1200,36,30,37,3313,5,347,58,1
1,1000,1,900,900,41,34,41,2800,5,347,58,1
2,1499,2,599,900,26,21,21,1963,5,347,58,1
1,1299,1,1199,1199,19,22,35,4043,5,347,58,1
2,1824,2,480,1316,53,49,76,3700,5,347,58,1
1,1200,1,1200,1200,25,6,6,1816,5,347,58,1
1,1150,1,1000,1000,27,13,13,2133,5,347,58,1
5,2100,3,100,1400,49,37,58,3224,5,347,58,1
4,4898,3,599,1400,27,45,23,3517,5,347,58,1
2,1854,2,204,900,50,49,80,6259,5,347,58,1
3,1959,3,304,1050,10,21,6,2066,5,347,58,1
5,2249,4,100,1200,49,26,39,5216,5,347,58,1
3,2549,3,100,1200,40,36,41,3806,5,347,58,1
1,1450,1,1000,1000,54,49,60,2866,5,347,58,1
1,1299,1,1199,1199,43,45,37,3360,5,347,58,1
9,3262,4,100,1200,30,32,48,5867,5,347,58,1
2,1750,2,600,1050,22,26,12,2917,5,347,58,1
1,1650,1,900,900,22,15,15,2833,5,347,58,1
2,1300,2,100,900,23,15,15,2118,5,347,58,1
4,1304,3,100,900,15,13,21,3600,5,347,58,1
3,3237,1,879,879,16,16,20,2639,5,98,75,1
4,1925,4,0,1200,10,5,5,1594,5,6735,6,1
5,2450,5,275,700,2,2,3,4038,5,6735,6,4
2,1936,2,614,1311,9,8,7,1554,5,6735,6,1
3,2150,3,500,800,7,7,7,1880,5,6735,6,1
3,2150,3,350,800,10,7,8,2152,5,6735,6,1
2,1400,2,400,700,12,8,8,2782,5,6735,6,1
3,1700,3,500,1200,11,4,4,2946,5,6735,6,1
4,5300,4,1200,1600,62,60,116,1991,5,1167,49,3
2,1590,2,595,995,13,10,10,1924,5,3643,48,3
1,1095,1,995,995,19,19,25,2303,5,3643,48,3
3,2785,3,595,995,11,12,16,2999,5,3643,48,3
4,2765,3,250,795,14,9,11,2723,5,3643,48,3
1,850,1,850,850,13,9,9,1624,5,3643,48,3
3,2835,2,595,995,16,14,16,1612,5,3643,48,3
1,1100,1,850,850,15,11,16,1854,5,3643,48,3
2,2290,2,850,995,18,16,19,2308,5,3643,48,3
2,1911,2,635,914,14,12,14,2554,5,3643,48,3
2,4800,2,850,3800,31,23,35,3606,5,3643,48,3
3,5790,3,595,3800,9,8,8,2122,5,3643,48,3
2,2213,1,1025,1124,15,14,16,2124,5,3643,48,3
3,2685,2,595,995,19,11,13,4164,5,3643,48,3
4,5485,3,495,3800,21,19,29,3248,5,3643,48,3
1,1245,1,995,995,11,5,5,2364,5,3643,48,3
4,3180,3,595,995,30,26,39,3624,5,3643,48,3
6,4160,5,425,895,16,14,38,4215,5,3643,48,3
3,3074,2,657,1106,19,19,16,1991,5,3643,48,3
2,4395,2,595,3800,14,6,6,2593,5,3643,48,3
1,1095,1,995,995,22,12,23,2265,5,3643,48,3
1,3800,1,3800,3800,14,7,7,2399,5,3643,48,3
1,3800,1,3800,3800,16,15,19,2554,5,3643,48,3
4,3480,2,595,995,16,13,15,3687,5,3643,48,3
1,1145,1,995,995,13,13,25,2778,5,3643,48,3
2,3240,2,850,995,13,10,10,1773,5,3643,48,3
2,2350,2,600,1150,56,52,51,1499,5,2409,15,1
3,2850,1,800,800,45,42,58,2605,5,1838,53,4
6,1900,4,175,345,15,9,9,2401,5,5002,17,4
3,815,2,175,345,4,2,2,1653,5,5002,17,4
2,570,2,245,325,18,15,17,1195,5,5002,17,4
2,570,2,245,325,13,9,11,1231,5,5002,17,4
7,2135,5,175,395,3,3,4,2040,5,5002,17,4
4,1790,3,295,395,19,18,25,2593,5,5002,17,4
5,2255,5,295,425,7,6,8,1815,5,5002,17,4
1,465,1,345,345,4,4,4,2383,5,5002,17,4
1,375,1,375,375,9,6,6,1414,5,5002,17,4
2,800,2,255,295,10,6,7,1248,5,5002,17,4
3,1085,3,245,395,3,3,4,1871,5,5002,17,4
4,1700,2,245,345,11,3,4,1217,5,5002,17,4
6,1670,4,175,395,6,6,6,1573,5,5002,1,1
1,1045,1,850,850,13,6,6,2013,5,3643,48,3
4,3760,2,425,995,20,12,13,2540,5,3643,48,3
4,3285,4,595,995,20,19,20,2075,5,3643,48,3
1,1145,1,995,995,16,11,14,1608,5,3643,48,3
1,995,1,995,995,16,9,13,2443,5,3643,48,3
2,1850,1,850,850,17,17,23,2017,5,3643,48,3
1,1245,1,995,995,26,12,23,3016,5,3643,48,3
3,3735,1,995,995,16,16,33,4659,5,3643,48,3
1,1450,1,1450,1450,23,15,27,2971,5,1720,26,2
1,1450,1,1450,1450,25,18,33,2622,5,1720,26,2
1,2900,1,2900,2900,14,10,10,2299,5,1720,26,2
1,1450,1,1450,1450,20,20,24,2132,5,1720,26,2
2,3400,1,3400,3400,19,7,7,2947,5,1720,26,2
1,1450,1,1450,1450,10,6,8,2229,5,1720,26,2
1,2900,1,2900,2900,26,23,25,1780,5,1720,26,2
1,1663,1,1462,1524,39,22,36,3394,5,1720,26,2
1,1450,1,1450,1450,15,10,11,2350,5,1720,26,2
1,1450,1,1450,1450,10,9,9,2915,5,1720,26,2
1,1700,1,1700,1700,15,13,15,3031,5,1720,26,2
1,2900,1,2900,2900,26,18,30,2519,5,1720,26,2
1,2900,1,2900,2900,23,15,16,3735,5,1720,26,2
1,2900,1,2900,2900,19,26,12,3144,5,1720,26,2
1,1450,1,1450,1450,8,4,4,2385,5,1720,26,2
1,1700,1,1700,1700,17,17,19,1470,5,1720,26,2
2,3150,2,1450,1700,18,15,17,2220,5,1720,26,2
3,4195,3,725,1595,25,22,28,3111,5,4773,6,1
4,3575,3,450,850,10,10,14,2185,5,4773,6,1
3,2920,3,450,1195,25,26,44,3841,5,4773,6,1
5,3560,5,495,995,3,3,4,1918,5,4773,6,1
2,3175,2,1195,1525,16,11,13,3190,5,4773,6,1
4,4700,4,495,1950,11,10,11,2464,5,4773,6,1
2,1752,2,554,1151,13,7,1,1383,5,4773,6,4
4,4865,4,695,1695,16,11,17,3299,5,4773,6,1
2,2190,2,650,950,16,16,34,6113,5,4773,6,1
4,3650,4,625,1325,12,11,17,3293,5,4773,6,1
3,3520,3,850,1395,19,15,24,2717,5,4773,6,1
2,2600,2,1050,1550,10,12,12,2782,5,4773,6,1
3,3470,3,750,1525,29,29,44,3265,5,4773,6,1
3,2695,3,450,1525,24,9,11,3466,5,4773,6,1
2,1525,2,275,1250,2,1,1,2057,5,4773,6,1
4,4775,4,450,1950,13,6,9,2338,5,4773,6,1
1,1350,1,1350,1350,15,14,22,1580,5,4773,6,1
4,5045,4,850,1750,10,16,19,3249,5,4773,6,1
7,4185,5,350,1175,3,2,2,2408,5,4773,6,1
3,1845,2,350,675,14,14,16,2755,5,5457,41,3
3,2700,3,850,1000,7,4,3,3114,5,4550,6,4
5,3650,5,400,1000,19,16,16,1579,5,4550,6,1
4,6107,3,1429,1799,30,24,36,2785,5,993,49,1
6,4253,3,299,1429,20,20,32,2184,5,993,49,1
5,6095,1,1199,1199,29,15,21,2277,5,993,49,1
3,2727,3,299,1229,25,26,42,2754,5,993,49,1
2,2627,2,799,1429,16,16,28,2404,5,993,49,1
2,2457,2,499,1429,12,12,13,3811,5,993,49,1
2,2428,2,1129,1199,15,15,26,4024,5,993,49,1
3,2977,3,499,1099,11,10,10,2395,5,993,49,1
2,2398,1,1099,1099,14,14,21,2188,5,993,49,1
1,1129,1,1049,1049,14,12,13,1726,5,993,49,1
3,3692,3,999,1199,13,7,7,3483,5,993,49,1
3,3498,3,899,1300,18,12,19,3884,5,993,49,4
2,2098,2,799,999,17,16,22,2352,5,993,49,1
1,1300,1,1300,1300,12,14,18,2963,5,993,49,1
2,2274,2,999,1199,9,6,6,2567,5,993,49,1
3,2807,3,399,1429,10,10,8,3496,5,993,49,1
1,999,1,999,999,8,8,7,1393,5,993,49,1
3,1697,2,299,1099,17,16,17,2565,5,993,49,1
1,1199,1,1199,1199,21,21,36,2446,5,993,49,1
1,1099,1,1099,1099,10,16,15,1277,5,993,49,1
2,2399,2,999,1300,7,8,9,1453,5,993,49,1
2,2198,2,799,1099,29,23,36,4351,5,993,49,1
1,899,1,799,799,21,20,34,2466,5,993,49,1
1,1229,1,1229,1229,17,17,19,2297,5,993,49,1
6,3970,4,299,1099,18,12,19,2918,5,993,49,1
1,1700,1,1400,1400,45,42,58,4028,5,1632,49,2
5,3020,5,95,1075,4,4,5,3185,5,2161,1,3
2,2400,2,850,1550,9,3,6,1941,5,4773,6,1
4,2645,4,450,850,18,18,26,2514,5,4773,6,1
4,3720,4,695,1325,19,10,22,2809,5,4773,6,1
2,3690,2,1595,1650,23,19,31,3750,5,4773,6,1
