total_items,subtotal,num_distinct_items,min_item_price,max_item_price,total_onshift_partners,total_busy_partners,total_outstanding_orders,time_diff,market_id,store_id,store_primary_category,order_protocol
3,2125,3,625,875,6,7,5,2816,1,3026,75,1
2,1454,2,666,1019,11,12,8,4434,1,3026,75,1
3,2685,2,795,825,28,28,26,3437,1,5840,53,1
1,1500,1,1375,1375,64,61,63,2251,1,5840,53,1
1,775,1,775,775,28,28,26,3307,1,5840,53,1
3,1279,3,125,855,21,22,22,2998,1,5840,30,1
1,920,1,795,795,10,4,4,1523,1,5840,53,1
6,2495,3,75,1100,7,7,7,3362,1,1885,18,1
7,4250,4,200,1100,12,12,19,3236,1,1885,18,1
3,2700,3,950,1750,17,16,17,1656,1,6493,68,1
4,7059,4,1330,2364,44,46,51,2600,1,1679,42,1
4,6400,4,1400,1900,22,18,18,1666,1,1679,42,1
8,11600,7,500,3700,54,41,51,2912,1,1679,42,1
9,4100,4,75,1100,11,11,9,2849,1,1885,18,1
7,3300,4,75,1100,5,5,6,5382,1,1885,18,1
8,3390,6,75,1095,5,5,10,5464,1,1885,18,1
5,4590,3,200,1100,2,2,6,4662,1,1885,18,1
2,1550,2,450,1100,1,1,6,3354,1,1885,18,1
6,2700,4,75,1100,9,9,15,4606,1,1885,18,1
5,5975,1,1195,1195,82,51,51,1874,1,4537,26,4
3,3444,3,264,2392,25,17,19,4268,1,4845,49,2
1,1491,1,1299,1315,5,4,5,3691,1,6734,42,4
5,3135,5,100,1295,8,8,11,2212,1,6734,42,1
3,1545,3,100,1095,9,9,10,1689,1,6734,42,1
2,1045,2,150,895,7,2,2,2160,1,6734,42,1
3,2285,3,495,895,44,42,96,5805,1,1241,71,1
4,2585,4,250,995,28,19,19,2247,1,1241,71,1
2,2645,2,850,1795,14,14,23,2754,1,5456,41,2
1,1795,1,1795,1795,24,22,23,2040,1,5456,41,2
4,5760,4,975,1895,27,27,42,2273,1,5456,41,2
1,819,1,819,819,18,16,18,2091,1,2027,60,2
2,800,1,400,400,9,5,5,1890,1,2410,56,1
4,2797,4,299,1099,14,15,21,3167,1,2410,56,1
1,599,1,599,599,4,5,6,1935,1,2410,56,1
5,3946,4,150,1199,3,3,3,4129,1,2410,56,1
5,2525,3,325,900,79,64,109,3333,1,1748,58,3
9,4209,6,160,942,52,52,66,6468,1,1178,22,4
5,2603,4,160,710,17,17,21,1970,1,1178,22,4
6,2537,4,160,942,14,14,17,6513,1,1178,22,4
2,900,2,190,710,19,19,29,5266,1,1178,22,4
3,1530,1,510,510,59,56,67,5443,1,1178,22,4
4,2395,2,149,831,27,21,34,4875,1,1178,22,4
3,2130,1,710,710,29,39,46,4787,1,1178,22,4
2,900,2,190,710,31,40,68,3877,1,1178,22,4
6,2942,3,160,942,15,15,16,3766,1,1178,22,4
4,2320,2,190,710,47,44,71,3162,1,1178,22,4
3,1973,3,370,1200,67,67,94,5993,1,1178,22,4
5,7400,5,1400,1650,55,56,104,4013,1,2011,26,5
3,4900,3,700,2400,53,49,47,2162,1,247,41,2
3,6800,3,1800,2500,41,41,66,3280,1,247,41,2
4,7726,4,834,2731,65,69,80,1643,1,247,41,2
4,7400,4,1000,2500,47,47,80,4963,1,247,41,2
5,8700,5,800,2500,50,52,65,2687,1,247,41,2
2,4900,2,2400,2500,54,54,71,2329,1,247,41,2
4,4600,3,1150,1150,18,18,25,3087,1,2409,6,1
3,2200,3,500,600,12,14,18,2515,1,2409,6,1
6,3000,1,500,500,16,8,10,1932,1,2409,6,1
3,2850,3,550,1150,42,42,41,2162,1,2409,6,1
4,3605,3,609,1274,37,39,62,5368,1,2409,6,1
3,2400,3,550,1150,15,15,13,1679,1,2409,6,4
1,1150,1,600,600,45,39,34,1198,1,2409,6,1
1,1700,1,1150,1150,22,21,19,1213,1,2409,6,1
3,2850,3,550,1150,24,24,35,3271,1,2409,6,1
3,3450,2,1150,1150,24,22,24,2310,1,2409,6,1
2,2300,2,600,1150,13,12,12,1148,1,2409,6,1
2,2400,1,1200,1200,11,12,13,4097,1,2409,6,1
3,2950,2,650,1150,50,52,80,6920,1,2409,6,1
1,1150,1,1150,1150,29,28,30,1540,1,2409,6,1
4,3400,4,500,1200,27,26,34,3623,1,2409,6,1
2,2350,2,1150,1200,45,33,32,1773,1,2409,6,1
4,3350,3,500,1200,33,32,34,958,1,2409,6,1
1,1200,1,1200,1200,25,25,32,2578,1,2409,6,1
1,1150,1,1150,1150,50,51,68,3871,1,2409,6,1
3,3450,3,1150,1150,22,22,24,2080,1,2409,6,1
8,7500,8,500,1200,55,56,91,3763,1,2409,6,1
6,5550,6,500,1200,27,21,23,3727,1,2409,6,1
1,1200,1,1200,1200,37,37,45,2407,1,2409,6,1
2,1800,2,600,1200,26,27,34,1834,1,2409,6,1
2,1987,2,580,1332,37,27,42,1363,1,2409,6,1
2,3248,2,1119,1889,12,12,20,3840,1,2027,26,4
4,1760,4,440,440,37,56,38,2478,1,5586,22,2
11,966,5,0,289,17,18,23,2881,1,195,30,4
10,1582,5,100,189,9,9,14,2889,1,195,30,4
4,1462,3,157,395,57,46,54,2184,1,195,30,4
1,710,1,710,710,20,7,6,4359,1,1178,22,4
1,710,1,710,710,21,22,31,3798,1,1178,22,4
5,3550,1,710,710,67,58,63,5102,1,1178,22,4
2,1670,1,710,710,46,47,80,6431,1,1178,22,4
7,4683,5,160,1200,8,9,11,2490,1,1178,22,4
4,2530,3,510,710,54,56,85,4330,1,1178,22,4
3,1080,3,160,710,60,62,90,5139,1,1178,22,4
4,2310,2,160,710,16,13,15,3727,1,1178,22,4
2,790,2,190,600,29,26,26,6252,1,1178,22,4
6,3250,5,0,1400,15,16,24,5295,1,5750,68,5
1,2592,1,2513,2660,61,53,110,3705,1,1454,1,1
1,1150,1,1150,1150,5,5,3,2979,1,205,48,1
6,1950,3,245,375,2,2,3,5320,1,3422,17,4
1,495,1,395,395,15,15,19,2509,1,3422,17,4
1,415,1,295,295,10,5,5,2317,1,3422,17,4
2,740,2,245,375,3,2,2,3586,1,3422,17,4
2,932,2,368,416,14,21,27,6583,1,3422,17,4
4,1660,3,175,395,17,17,24,2875,1,3422,17,4
6,1950,3,245,375,2,1,1,4285,1,3422,17,4
3,4137,3,599,1629,28,26,44,5476,1,993,48,1
3,7500,3,2400,2600,56,56,79,3189,1,247,41,2
1,2900,1,2900,2900,51,51,62,1563,1,247,41,2
3,4800,3,1000,2200,52,52,78,3019,1,247,41,2
2,4200,2,1500,2700,40,39,51,1756,1,247,41,2
1,4000,1,4000,4000,66,68,101,4339,1,247,41,2
4,9042,4,1679,2774,68,73,110,2351,1,247,41,2
2,5100,2,2500,2600,38,38,58,2874,1,247,41,2
3,3600,3,900,1700,37,35,50,1689,1,247,41,2
2,2800,2,1000,1800,40,41,83,3825,1,247,41,2
3,4300,3,1000,1700,32,36,44,2371,1,247,41,2
2,4100,2,1600,2500,32,32,37,2187,1,247,41,2
1,1335,1,1035,1035,6,6,13,4017,1,6374,58,1
1,1200,1,1200,1200,25,22,26,1988,1,6374,58,1
1,1435,1,735,735,24,25,47,3978,1,6374,58,1
2,1830,2,695,735,22,24,41,3217,1,6374,58,1
9,7675,8,500,1355,12,13,14,3869,1,6374,58,1
1,1669,1,1016,1215,17,23,17,2557,1,6374,58,1
1,735,1,735,735,20,21,22,4993,1,6374,58,1
1,358,1,358,358,12,11,21,3382,1,1998,8,1
2,1016,1,358,358,15,11,11,3265,1,1998,8,1
3,1605,2,385,385,37,22,22,3462,1,1998,8,1
4,1859,4,285,458,17,17,22,2082,1,1998,8,1
4,2400,1,600,600,34,30,30,5296,1,1778,22,4
2,1200,1,600,600,20,20,23,1306,1,1778,22,4
2,890,2,160,710,29,28,29,1624,1,1778,22,4
1,1067,1,942,942,9,10,15,3521,1,1778,22,4
1,1192,1,942,942,20,28,35,7597,1,1778,22,4
3,1967,3,190,942,13,18,18,1342,1,1778,22,4
2,1652,2,710,942,50,49,53,2911,1,1778,6,1
2,1652,2,710,942,30,30,42,2478,1,1778,22,4
4,2745,2,600,710,10,8,8,3368,1,1778,22,4
2,890,2,160,710,44,46,55,2571,1,1778,22,4
1,1192,1,942,942,42,41,47,3312,1,1778,22,4
1,1150,1,1150,1150,18,19,22,1611,1,2409,6,1
2,2700,1,600,600,38,38,70,4137,1,2409,6,1
2,1800,2,600,1200,18,12,10,1607,1,2409,6,1
4,2950,4,500,1200,13,12,9,1705,1,2409,6,1
2,2700,1,1200,1200,41,41,41,2746,1,2409,6,1
6,5700,5,500,1200,15,14,14,1708,1,2409,6,1
1,1200,1,1200,1200,23,23,29,2449,1,2409,6,1
6,5700,5,500,1150,34,34,35,2924,1,2409,6,1
1,1150,1,1150,1150,36,36,29,4050,1,2409,6,1
1,1450,1,1150,1150,14,10,10,2265,1,2409,6,1
2,1650,2,500,600,30,25,28,1849,1,2409,6,1
3,2700,3,0,1200,24,21,21,1929,1,2409,6,1
1,1150,1,1150,1150,37,39,42,1507,1,2409,6,1
1,1200,1,1200,1200,29,32,35,2637,1,2409,6,1
1,1150,1,1150,1150,17,19,20,3484,1,2409,6,1
1,1550,1,1150,1150,11,11,21,1788,1,2409,6,1
1,1200,1,1200,1200,25,26,33,2505,1,2409,6,1
2,2300,2,600,1150,28,32,29,2198,1,2409,6,1
6,5400,5,550,1200,58,58,61,2555,1,2409,6,1
3,3852,2,1149,1263,27,34,41,1517,1,2409,6,1
2,2400,2,600,1200,45,39,34,1085,1,2409,6,1
7,7850,7,0,1200,22,21,31,1712,1,2409,6,1
3,2800,3,500,1150,39,39,63,2894,1,2409,6,1
4,3650,3,500,1200,46,44,47,2836,1,2409,6,1
2,1650,2,500,1150,16,24,36,2796,1,2409,6,1
2,2750,2,650,1700,6,6,7,2698,1,3889,58,1
2,1698,2,799,899,5,5,5,3004,1,2399,30,4
1,699,1,699,699,17,17,20,1985,1,2399,30,4
1,999,1,999,999,23,21,21,2520,1,2399,30,4
3,3164,3,0,2699,9,12,15,2304,1,2399,30,4
2,1188,2,169,999,21,18,10,1219,1,2399,30,4
2,2375,2,1100,1275,6,6,7,3127,1,3037,48,2
2,2400,1,900,900,9,9,7,3663,1,3037,48,2
4,4300,3,400,1275,9,9,10,3290,1,3037,48,2
2,2500,2,900,1275,16,16,20,2889,1,3037,48,2
4,5325,3,900,1275,9,9,12,3927,1,3037,48,1
2,2550,1,1275,1275,9,11,13,2801,1,3037,48,2
2,2675,2,1275,1400,8,8,10,3167,1,3037,48,2
2,2375,2,1100,1275,21,21,29,4805,1,3037,48,2
3,3050,3,400,1275,17,18,21,3104,1,3037,48,2
9,7150,7,400,1275,12,15,19,3606,1,3037,48,2
3,3100,3,900,900,17,17,25,4610,1,3037,48,1
2,2850,2,900,900,10,9,13,3348,1,3037,48,1
1,1275,1,1275,1275,8,4,4,2199,1,3037,48,2
4,1227,4,299,629,18,17,18,2919,1,3958,1,4
4,3420,4,625,1275,9,9,14,2310,1,973,53,1
9,6985,8,625,1395,15,16,40,7818,1,973,53,1
2,2195,2,0,1995,31,29,47,4383,1,973,53,1
4,3850,4,750,1275,25,19,19,2078,1,973,53,1
8,6190,7,625,1395,9,9,14,2729,1,973,53,1
2,2070,2,675,1395,20,21,23,2620,1,973,53,1
2,1625,2,750,875,13,13,33,3283,1,973,53,1
4,5106,4,679,2740,27,30,56,3958,1,973,53,1
3,2975,3,850,1275,17,17,29,3144,1,973,53,1
3,3825,1,1275,1275,9,9,15,3348,1,973,53,1
7,5100,7,469,951,40,34,30,2274,1,973,53,1
4,3750,4,750,1275,22,22,34,2849,1,973,53,1
3,2350,3,450,1275,12,12,18,3214,1,973,53,1
4,4915,4,675,1995,22,22,29,1759,1,973,53,1
3,4185,1,1395,1395,7,7,11,4143,1,973,53,1
9,7284,8,625,1275,17,17,23,4303,1,973,53,1
5,3015,4,100,995,69,63,93,3308,1,2782,41,1
1,1795,1,1195,1195,72,73,88,3942,1,2782,41,1
4,2985,4,350,995,32,32,38,3911,1,2782,41,1
2,1790,1,895,895,43,43,54,2540,1,2782,41,1
6,6970,3,895,1395,12,14,15,5001,1,2782,41,1
4,2480,3,395,895,25,25,25,3121,1,2782,41,1
8,3720,7,265,490,33,36,57,2744,1,5586,48,3
2,1498,2,749,749,57,57,77,3421,1,3872,58,5
2,3024,2,1099,1299,20,20,22,3108,1,3872,58,5
2,1099,2,329,849,20,22,35,3192,1,3872,58,5
1,1956,1,1299,1299,38,39,39,1870,1,3872,58,5
3,5092,3,899,1599,34,41,67,3342,1,3872,58,5
6,4044,2,549,1299,17,18,23,7038,1,3872,58,5
1,1349,1,1349,1349,17,14,13,2441,1,3872,58,5
4,8841,2,1099,1599,49,52,68,4323,1,3872,58,5
1,1049,1,1049,1049,62,61,65,2595,1,3872,58,5
2,2898,2,299,1899,31,36,42,1655,1,3872,58,5
3,2165,3,287,937,40,31,31,2491,1,3872,58,5
1,2299,1,899,899,18,23,44,4883,1,3872,58,5
1,2326,1,1853,1947,25,21,33,2181,1,3872,58,5
1,863,1,675,733,26,12,17,2119,1,3872,58,5
3,5935,3,1099,1999,31,31,30,3521,1,3872,58,5
2,1298,2,299,949,49,50,67,3184,1,3872,58,5
2,1998,2,899,1099,34,34,47,2529,1,3872,58,5
1,1949,1,1649,1649,56,56,78,2681,1,3872,58,5
1,1199,1,1099,1099,21,15,15,2250,1,3872,58,5
1,1099,1,1049,1049,22,19,18,1688,1,3872,58,5
1,2337,1,1899,1899,47,47,80,4958,1,3872,58,5
3,4534,3,999,1299,25,26,31,2057,1,3872,58,5
19,1612,6,0,189,27,24,25,2111,1,195,30,4
6,814,3,129,159,78,69,83,2349,1,195,30,4
2,890,2,160,710,0,0,0,2983,1,6672,61,3
1,710,1,710,710,0,0,0,3391,1,6672,22,4
5,2603,4,160,1200,0,0,0,2382,1,6672,22,1
3,1840,3,270,1200,0,0,0,3152,1,6672,22,1
1,960,1,710,710,0,0,0,4322,1,6672,22,1
1,1067,1,942,942,0,0,0,3562,1,6672,22,1
4,1665,4,190,710,0,0,0,1682,1,6672,22,1
2,890,2,160,710,0,0,0,1989,1,6672,22,1
1,710,1,710,710,0,0,0,3778,1,6672,22,1
3,3342,2,942,1200,0,0,0,3954,1,6672,22,1
1,1020,1,895,895,10,10,25,4812,1,2076,61,1
2,2265,2,895,995,12,12,14,2326,1,2076,61,1
2,1325,2,330,995,13,17,18,2562,1,2076,61,1
2,1742,2,547,930,19,26,40,2914,1,2076,61,1
3,3635,1,995,995,11,11,21,3507,1,2076,61,1
7,5775,6,325,2500,25,25,28,1919,1,4815,58,5
3,2985,3,395,1295,21,22,17,3512,1,589,42,1
3,2485,3,395,1295,15,15,23,2224,1,589,42,1
4,3780,4,395,1295,23,23,32,3397,1,589,42,1
7,11820,5,1295,1895,9,11,13,4370,1,589,42,1
3,3685,3,550,1495,5,5,7,3984,1,589,42,1
4,4830,4,395,1295,24,25,28,2127,1,589,42,1
5,4540,3,350,1795,67,66,102,2301,1,1479,26,1
2,2288,2,189,875,22,17,17,3411,1,5499,30,1
2,2887,2,369,499,12,8,7,2323,1,98,49,1
3,1589,3,250,839,10,9,8,1929,1,98,49,1
2,2998,1,999,999,5,3,3,1130,1,98,49,1
2,1758,1,829,829,12,8,7,2194,1,98,49,1
2,899,2,399,500,11,8,8,1941,1,98,49,1
4,1776,2,429,459,11,11,13,5330,1,98,49,1
3,2157,3,299,999,12,13,22,4199,1,98,49,1
3,2535,3,500,735,19,20,34,3437,1,6374,58,1
2,1335,2,600,735,13,13,31,3246,1,6374,58,1
1,1035,1,735,735,12,16,9,2440,1,6374,58,1
2,2390,2,695,1295,15,16,29,2857,1,6374,58,1
4,5970,4,600,1200,27,26,33,3872,1,6374,58,1
2,1890,2,695,795,13,13,17,2353,1,6374,58,1
3,3330,3,735,1295,29,29,44,4392,1,6374,58,1
3,2625,3,695,735,30,31,39,2235,1,6374,58,1
2,1970,1,735,735,23,24,41,3808,1,6374,58,1
3,2405,1,735,735,19,19,27,7122,1,6374,58,4
2,2390,2,695,1295,28,27,39,6757,1,6374,58,1
2,2390,1,795,795,26,26,41,4275,1,6374,58,1
7,5600,3,500,735,19,20,23,3057,1,6374,58,1
1,1235,1,735,735,7,4,4,1910,1,6374,58,1
6,5230,5,600,1200,6,4,5,2240,1,6374,58,1
2,1595,2,600,695,23,25,49,3168,1,6374,58,1
2,2290,2,695,795,7,5,3,3741,1,6374,58,1
7,5560,5,600,1195,24,24,35,3880,1,6374,58,1
3,2965,3,735,1195,17,17,14,2078,1,6374,58,1
2,2390,2,695,1295,31,32,53,3139,1,6374,58,1
2,2450,2,695,1355,4,4,4,4244,1,6374,58,1
5,4435,2,695,735,12,16,20,2144,1,6374,58,1
1,1035,1,735,735,13,13,24,3314,1,6374,58,1
4,3388,4,664,1218,22,32,52,2968,1,6374,58,1
2,2970,1,735,735,18,18,14,2077,1,6374,58,1
2,1142,2,160,942,60,59,83,2935,1,1778,22,4
2,1670,1,710,710,18,18,25,2865,1,1778,22,4
3,2130,1,710,710,68,68,107,3729,1,1778,22,4
1,600,1,600,600,26,16,16,2889,1,1778,22,4
2,900,2,190,710,44,45,57,3658,1,1778,22,4
2,900,2,190,710,23,22,30,2012,1,1778,22,4
4,1800,2,190,710,36,28,30,5348,1,1778,22,4
2,1142,2,160,942,56,45,45,1682,1,1778,22,4
1,710,1,710,710,22,18,18,2240,1,1778,22,4
2,800,2,160,600,54,53,67,2582,1,1778,22,4
3,1140,3,160,710,5,4,4,1167,1,1778,22,4
2,1652,2,710,942,48,49,63,2712,1,1778,22,4
3,1803,3,160,1200,68,67,103,2617,1,1778,22,4
1,1067,1,942,942,25,25,25,2497,1,1778,22,4
1,600,1,600,600,25,14,14,2381,1,1778,22,4
1,1192,1,942,942,28,28,34,3919,1,1778,22,4
2,1200,1,600,600,62,64,95,3525,1,1778,22,4
3,1516,2,403,710,17,18,26,2838,1,1778,22,4
3,1610,2,190,710,32,30,30,3828,1,1778,22,4
2,1420,1,710,710,24,25,35,2603,1,1778,22,4
4,3950,3,500,1150,52,52,79,2815,1,2409,6,1
1,1150,1,1150,1150,50,51,60,3924,1,2409,6,1
1,1150,1,1150,1150,52,50,65,2263,1,2409,6,1
3,3550,2,1150,1200,49,50,63,2896,1,2409,6,1
1,1200,1,1200,1200,52,57,87,3051,1,2409,6,1
2,1700,2,500,1200,39,38,66,3031,1,2409,6,1
2,2350,2,1150,1200,21,21,22,1598,1,2409,6,1
4,3250,3,500,650,32,30,25,1883,1,2409,6,1
1,1700,1,1150,1150,22,21,21,1213,1,2409,6,1
6,7150,3,1150,1200,27,26,31,1896,1,2409,6,1
3,2950,3,600,1200,30,27,28,2103,1,2409,6,1
1,1150,1,1150,1150,16,18,35,2645,1,2409,6,1
3,3150,3,500,1200,14,14,15,2607,1,2409,6,1
